event_file,tag,step,wall_time,value
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,43800,1779924162.301346,162.31350708007812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,43900,1779924204.2752573,168.16961669921875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44000,1779924262.8708062,164.58914184570312
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44100,1779924304.9832702,167.6881103515625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44200,1779924346.97453,179.84249877929688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44300,1779924389.005326,168.1444091796875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44400,1779924430.9233308,165.77537536621094
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44500,1779924473.049211,165.5675811767578
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44600,1779924515.1753185,160.3555145263672
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44700,1779924557.2116535,168.045654296875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44800,1779924599.0988395,161.39572143554688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,44900,1779924641.1930954,156.32626342773438
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45000,1779924683.0450397,160.3090362548828
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45100,1779925321.1894093,167.97616577148438
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45200,1779925363.2231467,166.36685180664062
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45300,1779925405.0824058,166.96958923339844
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45400,1779925447.1873045,166.52166748046875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45500,1779925489.0780904,158.4984893798828
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45600,1779925531.1531274,160.6901092529297
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45700,1779925573.0320554,147.8060760498047
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45800,1779925614.9725006,161.29876708984375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,45900,1779925657.0405235,163.30032348632812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46000,1779925699.1947691,166.5899658203125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46100,1779925741.36513,153.55479431152344
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46200,1779925783.223398,165.78277587890625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46300,1779925825.2460256,160.31423950195312
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46400,1779925867.2855282,160.24905395507812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46500,1779925909.2689064,159.51707458496094
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46600,1779925951.140795,163.70147705078125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46700,1779925993.2513626,163.44195556640625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46800,1779926035.0656543,162.74758911132812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,46900,1779926077.1521158,169.79371643066406
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47000,1779926119.2089636,160.77899169921875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47100,1779926161.2602968,163.31036376953125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47200,1779926203.3341627,150.25625610351562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47300,1779926245.3807597,173.9215850830078
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47400,1779926304.0997696,173.67584228515625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47500,1779926346.1304169,167.17288208007812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47600,1779926989.726814,157.4373779296875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47700,1779927031.6810868,167.1878662109375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47800,1779927073.8017004,174.9022216796875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,47900,1779927115.6296208,172.31253051757812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48000,1779927157.7520475,149.46368408203125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48100,1779927199.5959904,160.94406127929688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48200,1779927241.5052872,159.68814086914062
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48300,1779927283.4001098,163.5484161376953
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48400,1779927325.2508242,151.66314697265625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48500,1779927367.3061955,155.1806182861328
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48600,1779927409.3645637,166.93966674804688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48700,1779927451.3272107,153.94358825683594
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48800,1779927493.3613536,166.33096313476562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,48900,1779927535.4379117,168.63516235351562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49000,1779927577.3897796,164.8361358642578
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49100,1779927619.402517,163.3356170654297
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49200,1779927661.3803802,164.4207763671875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49300,1779927703.5266428,159.86196899414062
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49400,1779927745.4430099,165.5092315673828
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49500,1779927787.46334,170.5167236328125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49600,1779927829.5251598,162.05442810058594
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49700,1779927871.543854,160.05963134765625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49800,1779927913.2900949,154.9403839111328
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,49900,1779927955.1872134,157.72598266601562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50000,1779927997.136197,176.8067169189453
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50100,1779928635.8536603,169.26768493652344
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50200,1779928677.736655,151.9335174560547
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50300,1779928719.7088716,159.75289916992188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50400,1779928761.7118375,164.950927734375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50500,1779928803.6722808,167.1092529296875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50600,1779928845.7192411,174.02981567382812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50700,1779928904.1284895,161.2906494140625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50800,1779928946.0713005,163.741455078125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,50900,1779928987.8886297,161.705322265625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51000,1779929029.784336,172.49513244628906
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51100,1779929071.814867,169.23785400390625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51200,1779929113.7783692,165.460205078125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51300,1779929155.7557082,169.37936401367188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51400,1779929197.604436,163.97354125976562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51500,1779929239.6581151,164.32855224609375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51600,1779929281.627652,165.6024627685547
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51700,1779929323.6413705,160.23716735839844
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51800,1779929365.3253946,149.11204528808594
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,51900,1779929407.1349635,167.1171875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52000,1779929449.1929853,161.72805786132812
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52100,1779929491.0567102,154.55538940429688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52200,1779929533.0459943,165.42379760742188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52300,1779929574.9957232,169.08047485351562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52400,1779929616.6893654,167.48155212402344
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52500,1779929658.7040348,157.84176635742188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52600,1779930299.737422,165.17185974121094
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52700,1779930341.4961295,167.3830108642578
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52800,1779930383.427252,163.14108276367188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,52900,1779930425.2979085,175.0452880859375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53000,1779930467.1916618,167.56396484375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53100,1779930509.0713518,169.10592651367188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53200,1779930550.8611796,167.3466796875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53300,1779930592.8892887,176.7241668701172
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53400,1779930634.7620273,169.84239196777344
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53500,1779930676.878146,164.04727172851562
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53600,1779930718.7683961,164.65771484375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53700,1779930760.9088,155.96066284179688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53800,1779930802.6553967,162.4751739501953
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,53900,1779930844.52721,170.12515258789062
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54000,1779930886.5145712,157.92970275878906
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54100,1779930945.2272668,158.36007690429688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54200,1779930987.260167,160.8560791015625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54300,1779931029.5598376,171.5281982421875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54400,1779931071.4562435,180.03057861328125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54500,1779931113.525672,169.97193908691406
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54600,1779931155.5568304,160.46560668945312
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54700,1779931197.3037047,166.9893798828125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54800,1779931239.3540819,165.92938232421875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,54900,1779931281.9055717,156.89073181152344
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55000,1779931325.0649693,154.771728515625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55100,1779931960.4470074,177.80679321289062
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55200,1779932002.487612,163.06161499023438
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55300,1779932044.9276848,164.60116577148438
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55400,1779932087.4513068,168.48974609375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55500,1779932130.0167239,162.57421875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55600,1779932179.635087,161.62619018554688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55700,1779932237.4456694,164.99000549316406
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55800,1779932295.2546828,171.3268280029297
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,55900,1779932353.0040176,170.36175537109375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56000,1779932410.538486,165.9591064453125
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56100,1779932468.371197,161.5607147216797
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56200,1779932526.002791,166.027587890625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56300,1779932583.604154,147.4593048095703
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56400,1779932638.588546,167.95819091796875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56500,1779932682.532938,161.36831665039062
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56600,1779932725.4238482,171.70623779296875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56700,1779932767.4476511,171.6942596435547
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56800,1779932809.9044785,160.6549835205078
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,56900,1779932852.0855813,160.21224975585938
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57000,1779932894.032434,163.56048583984375
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57100,1779932936.5836911,176.47303771972656
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57200,1779932978.8886213,168.46591186523438
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57300,1779933021.1122212,154.0666961669922
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57400,1779933063.1390746,168.05799865722656
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57500,1779933121.5684035,163.28233337402344
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57600,1779934462.289009,168.29269409179688
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57700,1779934512.8569372,163.37083435058594
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57800,1779934556.2670376,161.89459228515625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,57900,1779934598.130881,168.31942749023438
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,58000,1779934639.6858356,160.73553466796875
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,58100,1779934681.5524566,162.947265625
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,58200,1779934723.814912,177.94821166992188
output\experiments\exp2_scit_speech_training_20260527_232327_seed42\checkpoints\logs\events.out.tfevents.1779895427.GJS-20250722ZGP.25688.0,train/generator loss,58300,1779934765.198336,164.47164916992188
