model,sample_id,L,cer_vs_gt,cer_vs_original_whisper,gt_len,hyp_len
lca,BAC009S0902W0145,2,0.5909090909090909,0.5454545454545454,22,23
lca,BAC009S0902W0145,3,0.5454545454545454,0.4090909090909091,22,23
base,BAC009S0903W0183,1,0.8571428571428571,0.8571428571428571,14,6
base,BAC009S0903W0183,2,0.35714285714285715,0.35714285714285715,14,14
base,BAC009S0903W0183,3,0.21428571428571427,0.21428571428571427,14,14
lca,BAC009S0903W0183,1,1.0,1.0,14,7
lca,BAC009S0903W0183,2,0.5,0.5,14,16
lca,BAC009S0903W0183,3,0.35714285714285715,0.35714285714285715,14,14
base,BAC009S0904W0395,1,1.0588235294117647,1.0588235294117647,17,18
base,BAC009S0904W0395,2,1.1176470588235294,1.1176470588235294,17,19
base,BAC009S0904W0395,3,0.7058823529411765,0.8823529411764706,17,15
lca,BAC009S0904W0395,1,0.8823529411764706,0.7647058823529411,17,19
lca,BAC009S0904W0395,2,0.7647058823529411,0.7058823529411765,17,17
lca,BAC009S0904W0395,3,0.7058823529411765,0.5882352941176471,17,17
base,BAC009S0905W0140,1,1.25,1.25,12,15
base,BAC009S0905W0140,2,7.416666666666667,7.416666666666667,12,89
base,BAC009S0905W0140,3,1.3333333333333333,1.3333333333333333,12,16
lca,BAC009S0905W0140,1,1.0,1.0,12,9
lca,BAC009S0905W0140,2,1.6666666666666667,1.6666666666666667,12,20
lca,BAC009S0905W0140,3,1.0,1.0,12,6
base,BAC009S0906W0312,1,1.7916666666666667,1.72,24,45
base,BAC009S0906W0312,2,0.125,0.24,24,24
base,BAC009S0906W0312,3,0.20833333333333334,0.16,24,24
lca,BAC009S0906W0312,1,1.0,1.0,24,0
lca,BAC009S0906W0312,2,0.4583333333333333,0.56,24,25
lca,BAC009S0906W0312,3,0.16666666666666666,0.28,24,24
base,BAC009S0907W0206,1,1.25,1.25,20,27
base,BAC009S0907W0206,2,0.15,0.4,20,20
base,BAC009S0907W0206,3,0.15,0.45,20,20
lca,BAC009S0907W0206,1,0.75,0.75,20,21
lca,BAC009S0907W0206,2,0.35,0.1,20,20
lca,BAC009S0907W0206,3,0.35,0.0,20,20
base,BAC009S0908W0204,1,1.7058823529411764,1.5263157894736843,17,29
base,BAC009S0908W0204,2,0.8235294117647058,0.7894736842105263,17,18
base,BAC009S0908W0204,3,0.6470588235294118,0.6842105263157895,17,18
lca,BAC009S0908W0204,1,1.0,1.0,17,0
lca,BAC009S0908W0204,2,0.8823529411764706,0.8947368421052632,17,19
lca,BAC009S0908W0204,3,0.7058823529411765,0.7368421052631579,17,18
base,BAC009S0912W0367,1,1.0,1.0,18,17
base,BAC009S0912W0367,2,0.3888888888888889,0.10526315789473684,18,20
base,BAC009S0912W0367,3,0.2777777777777778,0.0,18,19
lca,BAC009S0912W0367,1,0.7777777777777778,0.631578947368421,18,19
lca,BAC009S0912W0367,2,0.5,0.21052631578947367,18,19
lca,BAC009S0912W0367,3,0.2222222222222222,0.05263157894736842,18,18
base,BAC009S0913W0127,1,2.0,2.3076923076923075,15,30
base,BAC009S0913W0127,2,1.0,1.2307692307692308,15,17
base,BAC009S0913W0127,3,0.6,0.8461538461538461,15,16
lca,BAC009S0913W0127,1,1.0,1.0,15,3
lca,BAC009S0913W0127,2,1.0,1.0769230769230769,15,16
lca,BAC009S0913W0127,3,0.6666666666666666,0.9230769230769231,15,18
base,BAC009S0914W0379,1,1.0,1.0,15,13
base,BAC009S0914W0379,2,1.0,1.0,15,15
base,BAC009S0914W0379,3,1.0,1.0,15,6
lca,BAC009S0914W0379,1,1.9333333333333333,1.7058823529411764,15,29
lca,BAC009S0914W0379,2,0.9333333333333333,1.0,15,6
lca,BAC009S0914W0379,3,0.6666666666666666,0.5294117647058824,15,18
base,BAC009S0915W0365,1,0.9375,0.9375,16,6
base,BAC009S0915W0365,2,0.5,0.5,16,14
base,BAC009S0915W0365,3,0.5625,0.5625,16,15
lca,BAC009S0915W0365,1,1.0,1.0,16,15
lca,BAC009S0915W0365,2,0.6875,0.6875,16,17
lca,BAC009S0915W0365,3,0.5625,0.5625,16,15
base,BAC009S0916W0433,1,1.0,1.0,15,8
base,BAC009S0916W0433,2,0.5333333333333333,0.5333333333333333,15,14
base,BAC009S0916W0433,3,0.13333333333333333,0.13333333333333333,15,14
lca,BAC009S0916W0433,1,1.4666666666666666,1.4666666666666666,15,23
lca,BAC009S0916W0433,2,0.6,0.6,15,12
lca,BAC009S0916W0433,3,0.2,0.2,15,14
base,BAC009S0764W0322,1,1.0,1.0,20,0
base,BAC009S0764W0322,2,0.95,0.7391304347826086,20,22
base,BAC009S0764W0322,3,0.35,0.6086956521739131,20,21
lca,BAC009S0764W0322,1,2.15,1.8695652173913044,20,43
lca,BAC009S0764W0322,2,0.6,0.4782608695652174,20,21
lca,BAC009S0764W0322,3,0.7,0.17391304347826086,20,23
base,BAC009S0765W0154,1,1.3,1.25,20,26
base,BAC009S0765W0154,2,0.7,0.45,20,21
base,BAC009S0765W0154,3,0.55,0.2,20,20
lca,BAC009S0765W0154,1,1.05,1.05,20,21
lca,BAC009S0765W0154,2,2.1,2.1,20,42
lca,BAC009S0765W0154,3,0.55,0.3,20,20
base,BAC009S0766W0418,1,1.9375,1.9375,16,31
base,BAC009S0766W0418,2,0.9375,0.9375,16,19
base,BAC009S0766W0418,3,0.5,0.5,16,16
lca,BAC009S0766W0418,1,1.0625,1.0625,16,18
lca,BAC009S0766W0418,2,0.875,0.875,16,18
lca,BAC009S0766W0418,3,0.25,0.3125,16,16
base,BAC009S0767W0450,1,1.15,0.95,20,25
base,BAC009S0767W0450,2,0.6,0.25,20,19
base,BAC009S0767W0450,3,0.65,0.25,20,21
lca,BAC009S0767W0450,1,0.8,0.7,20,20
lca,BAC009S0767W0450,2,0.45,0.75,20,20
lca,BAC009S0767W0450,3,0.7,0.4,20,20
base,BAC009S0768W0205,1,1.375,1.2692307692307692,24,33
base,BAC009S0768W0205,2,0.4166666666666667,0.38461538461538464,24,24
base,BAC009S0768W0205,3,0.20833333333333334,0.07692307692307693,24,27
lca,BAC009S0768W0205,1,2.0416666666666665,1.8846153846153846,24,49
lca,BAC009S0768W0205,2,0.2916666666666667,0.15384615384615385,24,27
lca,BAC009S0768W0205,3,0.25,0.07692307692307693,24,26
base,BAC009S0769W0401,1,1.0,1.0,20,10
base,BAC009S0769W0401,2,1.2,1.2,20,24
base,BAC009S0769W0401,3,0.55,0.55,20,19
lca,BAC009S0769W0401,1,1.0,1.0,20,5
lca,BAC009S0769W0401,2,0.8,0.8,20,19
lca,BAC009S0769W0401,3,0.55,0.55,20,22
base,BAC009S0770W0342,1,1.4615384615384615,1.3571428571428572,13,20
base,BAC009S0770W0342,2,0.46153846153846156,0.42857142857142855,13,13
base,BAC009S0770W0342,3,0.23076923076923078,0.14285714285714285,13,14
lca,BAC009S0770W0342,1,6.076923076923077,5.642857142857143,13,79
lca,BAC009S0770W0342,2,0.3076923076923077,0.21428571428571427,13,14
lca,BAC009S0770W0342,3,0.46153846153846156,0.5,13,13
base,BAC009S0901W0268,1,1.0769230769230769,1.0769230769230769,13,14
base,BAC009S0901W0268,2,0.8461538461538461,0.8461538461538461,13,13
base,BAC009S0901W0268,3,0.6153846153846154,0.6153846153846154,13,13
lca,BAC009S0901W0268,1,1.3076923076923077,1.3076923076923077,13,18
lca,BAC009S0901W0268,2,0.6153846153846154,0.6153846153846154,13,13
lca,BAC009S0901W0268,3,0.46153846153846156,0.46153846153846156,13,13
base,BAC009S0902W0447,1,0.36363636363636365,0.5833333333333334,11,11
base,BAC009S0902W0447,2,0.2727272727272727,0.16666666666666666,11,11
base,BAC009S0902W0447,3,0.18181818181818182,0.08333333333333333,11,11
lca,BAC009S0902W0447,1,0.36363636363636365,0.5833333333333334,11,11
lca,BAC009S0902W0447,2,0.2727272727272727,0.16666666666666666,11,11
lca,BAC009S0902W0447,3,0.2727272727272727,0.16666666666666666,11,11
base,BAC009S0903W0278,1,1.3571428571428572,1.3571428571428572,14,19
base,BAC009S0903W0278,2,0.5,0.2857142857142857,14,15
base,BAC009S0903W0278,3,0.2857142857142857,0.0,14,14
lca,BAC009S0903W0278,1,2.9285714285714284,2.9285714285714284,14,42
lca,BAC009S0903W0278,2,2.9285714285714284,2.9285714285714284,14,41
lca,BAC009S0903W0278,3,0.07142857142857142,0.35714285714285715,14,15
base,BAC009S0904W0129,1,1.6153846153846154,1.6153846153846154,13,21
base,BAC009S0904W0129,2,0.7692307692307693,0.7692307692307693,13,12
base,BAC009S0904W0129,3,0.9230769230769231,0.9230769230769231,13,14
lca,BAC009S0904W0129,1,1.0,1.0,13,7
lca,BAC009S0904W0129,2,0.6923076923076923,0.6923076923076923,13,13
lca,BAC009S0904W0129,3,0.8461538461538461,0.8461538461538461,13,14
base,BAC009S0905W0388,1,1.0454545454545454,1.0454545454545454,22,23
base,BAC009S0905W0388,2,0.36363636363636365,0.36363636363636365,22,22
base,BAC009S0905W0388,3,0.2727272727272727,0.2727272727272727,22,22
lca,BAC009S0905W0388,1,1.5909090909090908,1.5909090909090908,22,35
lca,BAC009S0905W0388,2,0.0,0.0,22,22
lca,BAC009S0905W0388,3,0.0,0.0,22,22
base,BAC009S0906W0472,1,1.0,1.0,13,9
base,BAC009S0906W0472,2,1.0,1.0,13,3
base,BAC009S0906W0472,3,1.8461538461538463,1.8461538461538463,13,24
lca,BAC009S0906W0472,1,2.8461538461538463,2.8461538461538463,13,37
lca,BAC009S0906W0472,2,2.3846153846153846,2.3846153846153846,13,31
lca,BAC009S0906W0472,3,1.1538461538461537,0.8461538461538461,13,17
base,BAC009S0907W0160,1,1.1764705882352942,1.1111111111111112,17,20
base,BAC009S0907W0160,2,0.5882352941176471,0.6111111111111112,17,17
base,BAC009S0907W0160,3,0.35294117647058826,0.3888888888888889,17,17
lca,BAC009S0907W0160,1,0.6470588235294118,0.6666666666666666,17,17
lca,BAC009S0907W0160,2,0.4117647058823529,0.4444444444444444,17,17
lca,BAC009S0907W0160,3,0.35294117647058826,0.3888888888888889,17,17
base,BAC009S0908W0364,1,0.9285714285714286,0.8571428571428571,14,16
base,BAC009S0908W0364,2,1.2142857142857142,1.2142857142857142,14,17
base,BAC009S0908W0364,3,0.7142857142857143,0.6428571428571429,14,18
lca,BAC009S0908W0364,1,1.7142857142857142,1.7142857142857142,14,24
lca,BAC009S0908W0364,2,2.857142857142857,2.857142857142857,14,40
lca,BAC009S0908W0364,3,0.14285714285714285,0.21428571428571427,14,14
base,BAC009S0912W0158,1,1.0,1.0,11,5
base,BAC009S0912W0158,2,0.7272727272727273,0.09090909090909091,11,11
base,BAC009S0912W0158,3,0.8181818181818182,0.2727272727272727,11,11
lca,BAC009S0912W0158,1,1.0,1.0,11,8
lca,BAC009S0912W0158,2,0.7272727272727273,0.5454545454545454,11,11
lca,BAC009S0912W0158,3,0.8181818181818182,0.6363636363636364,11,11
base,BAC009S0913W0464,1,1.0,1.0,10,0
base,BAC009S0913W0464,2,0.7,0.5454545454545454,10,13
base,BAC009S0913W0464,3,0.5,0.5454545454545454,10,11
lca,BAC009S0913W0464,1,1.0,1.0,10,8
lca,BAC009S0913W0464,2,0.4,0.36363636363636365,10,8
lca,BAC009S0913W0464,3,0.3,0.45454545454545453,10,9
base,BAC009S0914W0370,1,1.75,1.75,20,35
base,BAC009S0914W0370,2,1.95,1.95,20,39
base,BAC009S0914W0370,3,0.65,0.65,20,19
lca,BAC009S0914W0370,1,2.25,2.25,20,46
lca,BAC009S0914W0370,2,3.25,3.25,20,66
lca,BAC009S0914W0370,3,1.05,1.05,20,23
base,BAC009S0915W0253,1,2.4545454545454546,2.4545454545454546,11,27
base,BAC009S0915W0253,2,0.8181818181818182,0.5454545454545454,11,8
base,BAC009S0915W0253,3,0.36363636363636365,0.18181818181818182,11,11
lca,BAC009S0915W0253,1,1.0909090909090908,1.0909090909090908,11,12
lca,BAC009S0915W0253,2,0.45454545454545453,0.18181818181818182,11,11
lca,BAC009S0915W0253,3,0.45454545454545453,0.18181818181818182,11,11
base,BAC009S0916W0156,1,1.0,1.0,13,11
base,BAC009S0916W0156,2,0.15384615384615385,0.15384615384615385,13,13
base,BAC009S0916W0156,3,0.0,0.0,13,13
lca,BAC009S0916W0156,1,2.6153846153846154,2.6153846153846154,13,34
lca,BAC009S0916W0156,2,0.6923076923076923,0.6923076923076923,13,14
lca,BAC009S0916W0156,3,0.0,0.0,13,13
base,BAC009S0764W0485,1,1.0,1.0,13,10
base,BAC009S0764W0485,2,3.3846153846153846,3.3846153846153846,13,44
base,BAC009S0764W0485,3,0.6923076923076923,0.6923076923076923,13,13
lca,BAC009S0764W0485,1,2.6153846153846154,2.6153846153846154,13,34
lca,BAC009S0764W0485,2,0.15384615384615385,0.15384615384615385,13,13
lca,BAC009S0764W0485,3,0.15384615384615385,0.15384615384615385,13,13
base,BAC009S0765W0479,1,1.1,1.1,10,12
base,BAC009S0765W0479,2,0.4,0.4,10,11
base,BAC009S0765W0479,3,0.1,0.1,10,10
lca,BAC009S0765W0479,1,1.4,1.4,10,14
lca,BAC009S0765W0479,2,0.2,0.2,10,10
lca,BAC009S0765W0479,3,0.0,0.0,10,10
base,BAC009S0766W0158,1,1.0,1.0,14,5
base,BAC009S0766W0158,2,0.14285714285714285,0.14285714285714285,14,14
base,BAC009S0766W0158,3,0.14285714285714285,0.14285714285714285,14,14
lca,BAC009S0766W0158,1,1.0,1.0,14,14
lca,BAC009S0766W0158,2,0.2857142857142857,0.2857142857142857,14,14
lca,BAC009S0766W0158,3,0.14285714285714285,0.14285714285714285,14,14
base,BAC009S0767W0220,1,3.5,3.5,24,87
base,BAC009S0767W0220,2,0.2916666666666667,0.5,24,25
base,BAC009S0767W0220,3,0.2916666666666667,0.5,24,25
lca,BAC009S0767W0220,1,1.0,1.0,24,11
lca,BAC009S0767W0220,2,0.4166666666666667,0.20833333333333334,24,25
lca,BAC009S0767W0220,3,0.375,0.16666666666666666,24,24
base,BAC009S0768W0411,1,1.25,1.1538461538461537,12,15
base,BAC009S0768W0411,2,9.333333333333334,8.615384615384615,12,112
base,BAC009S0768W0411,3,0.8333333333333334,0.8461538461538461,12,6
lca,BAC009S0768W0411,1,1.0,1.0,12,10
lca,BAC009S0768W0411,2,1.0,1.0,12,10
lca,BAC009S0768W0411,3,0.25,0.23076923076923078,12,12
base,BAC009S0769W0237,1,2.0,2.0,10,20
base,BAC009S0769W0237,2,0.7,0.6,10,10
base,BAC009S0769W0237,3,1.0,1.0,10,12
lca,BAC009S0769W0237,1,1.0,1.0,10,8
lca,BAC009S0769W0237,2,1.0,1.1,10,14
lca,BAC009S0769W0237,3,0.6,0.4,10,10
base,BAC009S0770W0209,1,2.5555555555555554,2.5555555555555554,9,23
base,BAC009S0770W0209,2,0.4444444444444444,0.4444444444444444,9,9
base,BAC009S0770W0209,3,0.4444444444444444,0.4444444444444444,9,9
lca,BAC009S0770W0209,1,1.0,1.0,9,8
lca,BAC009S0770W0209,2,0.5555555555555556,0.5555555555555556,9,10
lca,BAC009S0770W0209,3,0.2222222222222222,0.2222222222222222,9,9
base,BAC009S0901W0128,1,3.5833333333333335,3.5833333333333335,12,43
base,BAC009S0901W0128,2,1.0833333333333333,1.0833333333333333,12,13
base,BAC009S0901W0128,3,0.5833333333333334,0.5,12,14
lca,BAC009S0901W0128,1,1.4166666666666667,1.4166666666666667,12,17
lca,BAC009S0901W0128,2,1.0,1.0,12,8
lca,BAC009S0901W0128,3,0.3333333333333333,0.25,12,12
base,BAC009S0902W0373,1,0.8,0.8,10,10
base,BAC009S0902W0373,2,0.4,0.5,10,10
base,BAC009S0902W0373,3,0.1,0.3,10,10
lca,BAC009S0902W0373,1,1.1,1.1,10,11
lca,BAC009S0902W0373,2,0.5,0.6,10,12
lca,BAC009S0902W0373,3,0.0,0.2,10,10
base,BAC009S0903W0494,1,1.8,1.8,10,18
base,BAC009S0903W0494,2,0.7,0.5,10,10
base,BAC009S0903W0494,3,0.6,0.4,10,10
lca,BAC009S0903W0494,1,1.1,1.1,10,11
lca,BAC009S0903W0494,2,0.8,0.6,10,11
lca,BAC009S0903W0494,3,0.4,0.6,10,10
base,BAC009S0904W0167,1,1.0,1.0,13,8
base,BAC009S0904W0167,2,0.7692307692307693,0.7692307692307693,13,13
base,BAC009S0904W0167,3,3.923076923076923,3.923076923076923,13,51
lca,BAC009S0904W0167,1,1.0,1.0,13,4
lca,BAC009S0904W0167,2,0.8461538461538461,0.8461538461538461,13,14
lca,BAC009S0904W0167,3,0.6923076923076923,0.6923076923076923,13,14
base,BAC009S0905W0212,1,1.7142857142857142,1.7142857142857142,14,26
base,BAC009S0905W0212,2,0.2857142857142857,0.2857142857142857,14,14
base,BAC009S0905W0212,3,0.0,0.0,14,14
lca,BAC009S0905W0212,1,0.6428571428571429,0.6428571428571429,14,17
lca,BAC009S0905W0212,2,0.35714285714285715,0.35714285714285715,14,14
lca,BAC009S0905W0212,3,0.14285714285714285,0.14285714285714285,14,14
base,BAC009S0906W0432,1,1.4761904761904763,1.2916666666666667,21,31
base,BAC009S0906W0432,2,0.5238095238095238,0.5416666666666666,21,22
base,BAC009S0906W0432,3,0.38095238095238093,0.5,21,21
lca,BAC009S0906W0432,1,1.0,1.0,21,20
lca,BAC009S0906W0432,2,1.0,1.0,21,21
lca,BAC009S0906W0432,3,0.5714285714285714,0.4166666666666667,21,25
base,BAC009S0907W0291,1,0.7777777777777778,0.7777777777777778,9,9
base,BAC009S0907W0291,2,0.2222222222222222,0.2222222222222222,9,9
base,BAC009S0907W0291,3,0.5555555555555556,0.5555555555555556,9,9
lca,BAC009S0907W0291,1,1.1111111111111112,1.1111111111111112,9,10
lca,BAC009S0907W0291,2,0.0,0.0,9,9
lca,BAC009S0907W0291,3,0.0,0.0,9,9
base,BAC009S0908W0477,1,1.0,1.0,15,0
base,BAC009S0908W0477,2,0.6666666666666666,0.4,15,14
base,BAC009S0908W0477,3,0.7333333333333333,0.5333333333333333,15,16
lca,BAC009S0908W0477,1,2.8,2.8,15,42
lca,BAC009S0908W0477,2,0.8,0.6,15,15
lca,BAC009S0908W0477,3,0.6666666666666666,0.4666666666666667,15,15
base,BAC009S0912W0403,1,0.7894736842105263,0.6818181818181818,19,21
base,BAC009S0912W0403,2,0.47368421052631576,0.45454545454545453,19,20
base,BAC009S0912W0403,3,0.42105263157894735,0.22727272727272727,19,19
lca,BAC009S0912W0403,1,5.105263157894737,4.409090909090909,19,98
lca,BAC009S0912W0403,2,0.5263157894736842,0.45454545454545453,19,21
lca,BAC009S0912W0403,3,0.21052631578947367,0.4090909090909091,19,19
base,BAC009S0913W0207,1,2.0869565217391304,2.0,23,48
base,BAC009S0913W0207,2,0.9130434782608695,0.875,23,26
base,BAC009S0913W0207,3,0.5217391304347826,0.5416666666666666,23,23
lca,BAC009S0913W0207,1,1.0,1.0,23,14
lca,BAC009S0913W0207,2,0.4782608695652174,0.5,23,23
lca,BAC009S0913W0207,3,0.391304347826087,0.4166666666666667,23,23
base,BAC009S0914W0486,1,1.0,1.1428571428571428,16,16
base,BAC009S0914W0486,2,1.0,1.0,16,4
base,BAC009S0914W0486,3,1.5,1.7142857142857142,16,24
lca,BAC009S0914W0486,1,1.0,1.0,16,11
lca,BAC009S0914W0486,2,1.0,1.0,16,2
lca,BAC009S0914W0486,3,2.625,3.0,16,42
base,BAC009S0915W0277,1,1.7916666666666667,1.6153846153846154,24,45
base,BAC009S0915W0277,2,0.25,0.3076923076923077,24,24
base,BAC009S0915W0277,3,0.08333333333333333,0.15384615384615385,24,24
lca,BAC009S0915W0277,1,1.0,1.0,24,10
lca,BAC009S0915W0277,2,0.5416666666666666,0.4230769230769231,24,27
lca,BAC009S0915W0277,3,0.25,0.15384615384615385,24,26
base,BAC009S0916W0348,1,6.5,6.5,12,78
base,BAC009S0916W0348,2,1.0,1.0,12,11
base,BAC009S0916W0348,3,0.3333333333333333,0.3333333333333333,12,11
lca,BAC009S0916W0348,1,1.75,1.75,12,22
lca,BAC009S0916W0348,2,0.5,0.5,12,11
lca,BAC009S0916W0348,3,0.08333333333333333,0.08333333333333333,12,11
base,BAC009S0764W0467,1,2.210526315789474,2.210526315789474,19,42
base,BAC009S0764W0467,2,0.631578947368421,0.631578947368421,19,20
base,BAC009S0764W0467,3,0.631578947368421,0.631578947368421,19,19
lca,BAC009S0764W0467,1,1.736842105263158,1.736842105263158,19,33
lca,BAC009S0764W0467,2,0.5263157894736842,0.5263157894736842,19,19
lca,BAC009S0764W0467,3,0.5263157894736842,0.42105263157894735,19,19
base,BAC009S0765W0395,1,0.9583333333333334,0.9583333333333334,24,14
base,BAC009S0765W0395,2,0.3333333333333333,0.16666666666666666,24,24
base,BAC009S0765W0395,3,0.20833333333333334,0.041666666666666664,24,24
lca,BAC009S0765W0395,1,1.0,1.0,24,21
lca,BAC009S0765W0395,2,0.25,0.08333333333333333,24,24
lca,BAC009S0765W0395,3,0.16666666666666666,0.0,24,24
base,BAC009S0766W0316,1,3.5384615384615383,3.5384615384615383,13,46
base,BAC009S0766W0316,2,1.1538461538461537,1.1538461538461537,13,15
base,BAC009S0766W0316,3,0.7692307692307693,0.7692307692307693,13,13
lca,BAC009S0766W0316,1,1.2307692307692308,1.2307692307692308,13,16
lca,BAC009S0766W0316,2,1.0769230769230769,1.0769230769230769,13,14
lca,BAC009S0766W0316,3,0.5384615384615384,0.5384615384615384,13,13
base,BAC009S0767W0138,1,1.1538461538461537,1.0714285714285714,13,15
base,BAC009S0767W0138,2,0.46153846153846156,0.35714285714285715,13,15
base,BAC009S0767W0138,3,0.3076923076923077,0.35714285714285715,13,13
lca,BAC009S0767W0138,1,2.1538461538461537,2.0714285714285716,13,29
lca,BAC009S0767W0138,2,0.6923076923076923,0.5714285714285714,13,14
lca,BAC009S0767W0138,3,0.3076923076923077,0.35714285714285715,13,13
base,BAC009S0768W0172,1,2.0,1.6363636363636365,9,18
base,BAC009S0768W0172,2,2.2222222222222223,1.7272727272727273,9,20
base,BAC009S0768W0172,3,0.7777777777777778,0.9090909090909091,9,9
lca,BAC009S0768W0172,1,1.0,1.0,9,9
lca,BAC009S0768W0172,2,0.4444444444444444,0.7272727272727273,9,9
lca,BAC009S0768W0172,3,0.7777777777777778,0.2727272727272727,9,11
base,BAC009S0769W0176,1,0.9090909090909091,0.9090909090909091,11,11
base,BAC009S0769W0176,2,0.36363636363636365,0.36363636363636365,11,11
base,BAC009S0769W0176,3,0.18181818181818182,0.18181818181818182,11,11
lca,BAC009S0769W0176,1,2.909090909090909,2.909090909090909,11,32
lca,BAC009S0769W0176,2,0.5454545454545454,0.5454545454545454,11,11
lca,BAC009S0769W0176,3,0.0,0.0,11,11
base,BAC009S0770W0305,1,1.2941176470588236,1.2222222222222223,17,23
base,BAC009S0770W0305,2,0.23529411764705882,0.2777777777777778,17,17
base,BAC009S0770W0305,3,0.17647058823529413,0.2222222222222222,17,17
lca,BAC009S0770W0305,1,0.8235294117647058,0.7222222222222222,17,19
lca,BAC009S0770W0305,2,0.47058823529411764,0.5,17,17
lca,BAC009S0770W0305,3,0.47058823529411764,0.5,17,17
base,BAC009S0901W0383,1,1.0,1.0,11,10
base,BAC009S0901W0383,2,0.09090909090909091,0.09090909090909091,11,12
base,BAC009S0901W0383,3,0.09090909090909091,0.09090909090909091,11,11
lca,BAC009S0901W0383,1,3.3636363636363638,3.3636363636363638,11,37
lca,BAC009S0901W0383,2,0.45454545454545453,0.45454545454545453,11,11
lca,BAC009S0901W0383,3,0.5454545454545454,0.5454545454545454,11,12
base,BAC009S0902W0249,1,1.0,1.0,11,3
base,BAC009S0902W0249,2,0.6363636363636364,0.6363636363636364,11,10
base,BAC009S0902W0249,3,0.45454545454545453,0.45454545454545453,11,11
lca,BAC009S0902W0249,1,1.0,1.0,11,2
lca,BAC009S0902W0249,2,0.45454545454545453,0.45454545454545453,11,11
lca,BAC009S0902W0249,3,0.5454545454545454,0.5454545454545454,11,11
base,BAC009S0903W0342,1,1.0,1.0,9,0
base,BAC009S0903W0342,2,0.7777777777777778,0.7777777777777778,9,9
base,BAC009S0903W0342,3,1.1111111111111112,1.1111111111111112,9,12
lca,BAC009S0903W0342,1,1.0,1.0,9,9
lca,BAC009S0903W0342,2,1.0,1.0,9,9
lca,BAC009S0903W0342,3,0.8888888888888888,0.8888888888888888,9,6
base,BAC009S0904W0465,1,1.0,1.0,10,0
base,BAC009S0904W0465,2,1.0,1.0,10,2
base,BAC009S0904W0465,3,0.7,0.7,10,11
lca,BAC009S0904W0465,1,0.9,0.9,10,11
lca,BAC009S0904W0465,2,0.5,0.5,10,10
lca,BAC009S0904W0465,3,0.4,0.4,10,9
base,BAC009S0905W0135,1,2.466666666666667,2.176470588235294,15,37
base,BAC009S0905W0135,2,1.6,1.411764705882353,15,28
base,BAC009S0905W0135,3,0.3333333333333333,0.4117647058823529,15,15
lca,BAC009S0905W0135,1,2.4,2.1176470588235294,15,36
lca,BAC009S0905W0135,2,0.4666666666666667,0.5294117647058824,15,16
lca,BAC009S0905W0135,3,0.4,0.35294117647058826,15,16
base,BAC009S0906W0265,1,1.0,1.0,10,6
base,BAC009S0906W0265,2,1.0,1.0,10,9
base,BAC009S0906W0265,3,1.4,1.4,10,14
lca,BAC009S0906W0265,1,1.6,1.6,10,16
lca,BAC009S0906W0265,2,0.4,0.4,10,11
lca,BAC009S0906W0265,3,1.4,1.4,10,14
base,BAC009S0907W0204,1,1.0,1.0,12,10
base,BAC009S0907W0204,2,1.3333333333333333,1.3333333333333333,12,16
base,BAC009S0907W0204,3,0.5,0.3333333333333333,12,12
lca,BAC009S0907W0204,1,0.9166666666666666,0.9166666666666666,12,11
lca,BAC009S0907W0204,2,0.9166666666666666,0.5,12,13
lca,BAC009S0907W0204,3,0.25,0.6666666666666666,12,12
base,BAC009S0908W0168,1,1.5,1.3125,14,21
base,BAC009S0908W0168,2,0.42857142857142855,0.5,14,14
base,BAC009S0908W0168,3,0.21428571428571427,0.3125,14,14
lca,BAC009S0908W0168,1,1.0,1.0,14,9
lca,BAC009S0908W0168,2,0.6428571428571429,0.6875,14,14
lca,BAC009S0908W0168,3,0.14285714285714285,0.25,14,14
base,BAC009S0912W0372,1,1.2777777777777777,1.2777777777777777,18,24
base,BAC009S0912W0372,2,0.05555555555555555,0.05555555555555555,18,18
base,BAC009S0912W0372,3,0.0,0.0,18,18
lca,BAC009S0912W0372,1,0.7777777777777778,0.7777777777777778,18,18
lca,BAC009S0912W0372,2,0.6111111111111112,0.6111111111111112,18,20
lca,BAC009S0912W0372,3,0.0,0.0,18,18
base,BAC009S0913W0444,1,1.0909090909090908,1.0909090909090908,11,13
base,BAC009S0913W0444,2,0.8181818181818182,0.8181818181818182,11,11
base,BAC009S0913W0444,3,0.7272727272727273,0.7272727272727273,11,11
lca,BAC009S0913W0444,1,2.090909090909091,2.090909090909091,11,23
lca,BAC009S0913W0444,2,0.8181818181818182,0.8181818181818182,11,12
lca,BAC009S0913W0444,3,0.6363636363636364,0.6363636363636364,11,11
base,BAC009S0914W0290,1,1.0,1.0,13,0
base,BAC009S0914W0290,2,2.3846153846153846,2.3846153846153846,13,31
base,BAC009S0914W0290,3,3.0,3.0,13,39
lca,BAC009S0914W0290,1,1.3076923076923077,1.3076923076923077,13,17
lca,BAC009S0914W0290,2,1.0,1.0,13,2
lca,BAC009S0914W0290,3,0.6153846153846154,0.6153846153846154,13,15
base,BAC009S0915W0439,1,0.9523809523809523,1.0,21,23
base,BAC009S0915W0439,2,1.0952380952380953,0.9523809523809523,21,25
base,BAC009S0915W0439,3,0.5238095238095238,0.6190476190476191,21,24
lca,BAC009S0915W0439,1,1.0,1.0,21,12
lca,BAC009S0915W0439,2,0.8095238095238095,0.5714285714285714,21,25
