version,metric,direction,sample_id,L,channel,base_degradation,lca_degradation,rob_imp
v1,wave_l1,lower,5390-30102-0015,1,substitution-low,-4.151836037597639e-06,1.6875565051963082e-06,-5.8393925427939475e-06
v1,wave_l1,lower,5390-30102-0015,1,substitution-mid,2.8531998395999597e-05,8.547306060789628e-05,-5.694106221189668e-05
v1,wave_l1,lower,5390-30102-0015,2,dropout-low,0.00014717131853100168,0.00020866096019750077,-6.148964166649909e-05
v1,wave_l1,lower,5390-30102-0015,2,dropout-mid,0.001206813380122202,0.0012884549796581997,-8.164159953599759e-05
v1,wave_l1,lower,5390-30102-0015,2,substitution-low,7.836148142800758e-06,2.603791654109955e-05,-1.820176839829879e-05
v1,wave_l1,lower,5390-30102-0015,2,substitution-mid,0.00012604333460329922,0.00018514506518850157,-5.910173058520235e-05
v1,wave_l1,lower,5390-30102-0015,3,dropout-low,0.00015373155474660005,0.00010855495929719752,4.517659544940253e-05
v1,wave_l1,lower,5390-30102-0015,3,dropout-mid,0.0009592752903699979,0.0007153730839490995,0.00024390220642089844
v1,wave_l1,lower,5390-30102-0015,3,substitution-low,5.333125591279811e-05,9.493343532089929e-05,-4.160217940810118e-05
v1,wave_l1,lower,5390-30102-0015,3,substitution-mid,0.0003412123769521991,0.0003001466393471007,4.106573760509838e-05
v1,wave_l1,lower,4018-103416-0033,1,dropout-low,0.0008670166134834012,0.0007038637995719979,0.0001631528139114033
v1,wave_l1,lower,4018-103416-0033,1,dropout-mid,0.0016002170741558006,0.0011404342949389995,0.00045978277921680105
v1,wave_l1,lower,4018-103416-0033,1,substitution-low,0.00022696703672410445,0.0001834519207476945,4.3515115976409946e-05
v1,wave_l1,lower,4018-103416-0033,1,substitution-mid,0.0003402307629585058,0.00017843768000599947,0.00016179308295250633
v1,wave_l1,lower,4018-103416-0033,2,dropout-low,0.0015949700027703996,0.0020544230937958007,-0.00045945309102540105
v1,wave_l1,lower,4018-103416-0033,2,dropout-mid,0.001185171306133298,0.0014868918806314017,-0.0003017205744981037
v1,wave_l1,lower,4018-103416-0033,2,substitution-low,3.4831464289925007e-07,1.0371208190900622e-05,-1.0022893548001371e-05
v1,wave_l1,lower,4018-103416-0033,2,substitution-mid,0.00019627250730989976,0.00017184577882289886,2.4426728487000893e-05
v1,wave_l1,lower,4018-103416-0033,3,dropout-low,0.00032984279096130026,0.00021405890583999984,0.00011578388512130042
v1,wave_l1,lower,4018-103416-0033,3,dropout-mid,0.002282703295350099,0.0022006314247846985,8.207187056540055e-05
v1,wave_l1,lower,4018-103416-0033,3,substitution-low,0.00013545155525209948,0.00018781051039699903,-5.235895514489955e-05
v1,wave_l1,lower,4018-103416-0033,3,substitution-mid,0.0004896316677331994,0.00048459693789490096,5.0347298382984185e-06
v1,wave_l1,lower,1737-148989-0006,1,dropout-low,2.0220875740099842e-05,-9.505078196598432e-06,2.9725953936698274e-05
v1,wave_l1,lower,1737-148989-0006,1,dropout-mid,0.0001158434897661001,0.00010317191481590271,1.2671574950197384e-05
v1,wave_l1,lower,1737-148989-0006,1,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,1737-148989-0006,1,substitution-mid,0.0002468507736920998,4.370696842670094e-05,0.00020314380526539888
v1,wave_l1,lower,1737-148989-0006,2,dropout-low,3.733858466149764e-05,6.21750950809824e-06,3.11210751533994e-05
v1,wave_l1,lower,1737-148989-0006,2,dropout-mid,0.00026774220168599913,8.122809231279893e-05,0.0001865141093732002
v1,wave_l1,lower,1737-148989-0006,2,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,1737-148989-0006,2,substitution-mid,2.8371810913099815e-05,3.8087368011498896e-05,-9.71555709839908e-06
v1,wave_l1,lower,1737-148989-0006,3,dropout-low,1.6683712601699846e-05,9.005144238479965e-05,-7.33677297830998e-05
v1,wave_l1,lower,1737-148989-0006,3,dropout-mid,0.0006021801382304001,0.0005233865231275975,7.879361510280264e-05
v1,wave_l1,lower,1737-148989-0006,3,substitution-low,-3.4123659132974382e-06,1.2038275599500492e-05,-1.545064151279793e-05
v1,wave_l1,lower,1737-148989-0006,3,substitution-mid,-1.2040138244597681e-05,1.20140612129907e-06,-1.3241544365896751e-05
v1,wave_l1,lower,1455-138263-0040,1,dropout-low,0.0002622213214635988,0.00016825832426550086,9.396299719809792e-05
v1,wave_l1,lower,1455-138263-0040,1,dropout-mid,0.0006231311708688979,0.0003251396119595025,0.0002979915589093954
v1,wave_l1,lower,1455-138263-0040,1,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,1455-138263-0040,1,substitution-mid,4.2812898755097833e-05,8.166208863260097e-05,-3.884918987750313e-05
v1,wave_l1,lower,1455-138263-0040,2,dropout-low,8.834153413770154e-05,0.00011654943227770026,-2.8207898139998716e-05
v1,wave_l1,lower,1455-138263-0040,2,dropout-mid,0.0005559306591749018,0.0005851909518241986,-2.926029264929686e-05
v1,wave_l1,lower,1455-138263-0040,2,substitution-low,5.3070485591902306e-05,6.902776658539861e-05,-1.5957280993496303e-05
v1,wave_l1,lower,1455-138263-0040,2,substitution-mid,0.00010731630027289996,0.00012975186109549786,-2.24355608225979e-05
v1,wave_l1,lower,1455-138263-0040,3,dropout-low,0.00023103132843970212,0.000315312296152101,-8.428096771239887e-05
v1,wave_l1,lower,1455-138263-0040,3,dropout-mid,0.0004276633262634,0.0003947075456380983,3.295578062530169e-05
v1,wave_l1,lower,1455-138263-0040,3,substitution-low,9.068846702570132e-05,0.00012025795876979828,-2.9569491744096954e-05
v1,wave_l1,lower,1455-138263-0040,3,substitution-mid,0.0001382753252983024,0.00024620443582539994,-0.00010792911052709755
v1,wave_l1,lower,311-124404-0119,1,dropout-low,7.370486855499958e-06,-3.032758831979926e-05,3.769807517529922e-05
v1,wave_l1,lower,311-124404-0119,1,dropout-mid,4.867091774999471e-06,4.1149556636799894e-05,-3.628246486180042e-05
v1,wave_l1,lower,311-124404-0119,1,substitution-low,5.899555981159904e-05,4.146434366699911e-05,1.753121614459993e-05
v1,wave_l1,lower,311-124404-0119,1,substitution-mid,-7.733516395089929e-05,3.529898822310015e-05,-0.00011263415217399944
v1,wave_l1,lower,311-124404-0119,2,dropout-low,0.00012718606740239925,6.0967169701999294e-05,6.621889770039996e-05
v1,wave_l1,lower,311-124404-0119,2,dropout-mid,0.00031577795743949894,0.00044739898294209914,-0.0001316210255026002
v1,wave_l1,lower,311-124404-0119,2,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,311-124404-0119,2,substitution-mid,0.00023723766207699865,0.0002521891146897992,-1.4951452612800564e-05
v1,wave_l1,lower,311-124404-0119,3,dropout-low,9.057298302650105e-05,5.048047751190013e-05,4.009250551460092e-05
v1,wave_l1,lower,311-124404-0119,3,dropout-mid,0.0005132555961609008,0.0004354538396001001,7.780175656080072e-05
v1,wave_l1,lower,311-124404-0119,3,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,311-124404-0119,3,substitution-mid,8.132308721540103e-05,8.063390850999996e-06,7.325969636440104e-05
v1,wave_l1,lower,4680-16026-0019,1,dropout-low,0.0,0.0,0.0
v1,wave_l1,lower,4680-16026-0019,1,dropout-mid,0.00020043365657329906,0.00027010031044490124,-6.966665387160217e-05
v1,wave_l1,lower,4680-16026-0019,1,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,4680-16026-0019,1,substitution-mid,0.0003555510193109998,0.0007197167724371026,-0.0003641657531261028
v1,wave_l1,lower,4680-16026-0019,2,dropout-low,0.0007621813565492006,0.0011633988469838992,-0.00040121749043469865
v1,wave_l1,lower,4680-16026-0019,2,dropout-mid,0.0005759745836258004,0.0008180830627679998,-0.00024210847914219943
v1,wave_l1,lower,4680-16026-0019,2,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,4680-16026-0019,2,substitution-mid,0.0016854256391525026,0.0010328777134418002,0.0006525479257107024
v1,wave_l1,lower,4680-16026-0019,3,dropout-low,0.00011065416038029754,0.000434128567576398,-0.00032347440719610043
v1,wave_l1,lower,4680-16026-0019,3,dropout-mid,0.001022234559059098,0.001006195321679098,1.6039237380000015e-05
v1,wave_l1,lower,4680-16026-0019,3,substitution-low,0.00011341460049149946,0.00016632862389080044,-5.2914023399300986e-05
v1,wave_l1,lower,4680-16026-0019,3,substitution-mid,6.323680281597466e-06,2.7026981115299553e-05,-2.0703300833702087e-05
v1,wave_l1,lower,8098-278278-0035,1,dropout-low,-4.904717206959813e-05,0.00014416128396989997,-0.0001932084560394981
v1,wave_l1,lower,8098-278278-0035,1,dropout-mid,0.00034731626510620117,0.0003173761069774003,2.9940158128800853e-05
v1,wave_l1,lower,8098-278278-0035,1,substitution-low,4.7646462917050325e-06,-5.062669515595863e-06,9.827315807300896e-06
v1,wave_l1,lower,8098-278278-0035,1,substitution-mid,-7.727369666099548e-05,-4.3772161006899735e-05,-3.350153565409575e-05
v1,wave_l1,lower,8098-278278-0035,2,dropout-low,0.0009136721491814007,0.000966593623161302,-5.292147397990138e-05
v1,wave_l1,lower,8098-278278-0035,2,dropout-mid,0.002279482781887096,0.001667663455009405,0.0006118193268776911
v1,wave_l1,lower,8098-278278-0035,2,substitution-low,6.239116191870259e-05,4.403665661810441e-05,1.835450530059818e-05
v1,wave_l1,lower,8098-278278-0035,2,substitution-mid,0.00019655749201780148,0.00017227232456200336,2.4285167455798118e-05
v1,wave_l1,lower,8098-278278-0035,3,dropout-low,0.0005589984357357025,0.0005230065435170989,3.599189221860366e-05
v1,wave_l1,lower,8098-278278-0035,3,dropout-mid,0.002048924565315198,0.002382857725024199,-0.00033393315970900103
v1,wave_l1,lower,8098-278278-0035,3,substitution-low,1.1287629603992655e-06,4.842877388000488e-06,-3.714114427601223e-06
v1,wave_l1,lower,8098-278278-0035,3,substitution-mid,0.0003882572054862976,0.00024285912513730135,0.00014539808034899626
v2,mel_l1,lower,8838-298545-0037,1,dropout-mid,0.04326641559600852,0.039232730865478294,0.004033684730530229
v2,mel_l1,lower,8838-298545-0037,1,dropout-high,0.04355442523956299,0.050388693809509055,-0.006834268569946067
v2,mel_l1,lower,8838-298545-0037,1,substitution-mid,0.023676514625549316,0.015894889831542747,0.00778162479400657
v2,mel_l1,lower,8838-298545-0037,1,substitution-high,0.031177163124084473,0.036768317222595215,-0.005591154098510742
v2,mel_l1,lower,8838-298545-0037,2,dropout-mid,0.0370255708694458,0.027632474899291992,0.009393095970153809
v2,mel_l1,lower,8838-298545-0037,2,dropout-high,0.07361817359924316,0.05619132518768333,0.017426848411559837
v2,mel_l1,lower,8838-298545-0037,2,substitution-mid,0.014837026596069114,0.011398315429687722,0.003438711166381392
v2,mel_l1,lower,8838-298545-0037,2,substitution-high,0.08729732036590576,0.07953190803527832,0.007765412330627441
v2,mel_l1,lower,8838-298545-0037,3,dropout-mid,0.03662216663360596,0.03475862741470315,0.00186353921890281
v2,mel_l1,lower,8838-298545-0037,3,dropout-high,0.09823906421661377,0.07239466905593872,0.02584439516067505
v2,mel_l1,lower,8838-298545-0037,3,substitution-mid,0.017473578453063965,0.011667430400848389,0.005806148052215576
v2,mel_l1,lower,8838-298545-0037,3,substitution-high,0.05276501178741455,0.0491904616355896,0.003574550151824951
v2,mel_l1,lower,5390-30102-0015,1,dropout-mid,0.017832636833190918,0.017507076263427734,0.0003255605697631836
v2,mel_l1,lower,5390-30102-0015,1,dropout-high,0.050556063652038574,0.038421273231506126,0.012134790420532449
v2,mel_l1,lower,5390-30102-0015,1,substitution-mid,0.005397796630859375,0.006966710090637207,-0.001568913459777832
v2,mel_l1,lower,5390-30102-0015,1,substitution-high,0.03761911392211914,0.05148875713348389,-0.013869643211364746
v2,mel_l1,lower,5390-30102-0015,2,dropout-mid,0.03324007987976074,0.025686085224151722,0.00755399465560902
v2,mel_l1,lower,5390-30102-0015,2,dropout-high,0.07337629795074463,0.06536310911178578,0.008013188838958851
v2,mel_l1,lower,5390-30102-0015,2,substitution-mid,0.009402036666869895,0.007920563220977672,0.001481473445892223
v2,mel_l1,lower,5390-30102-0015,2,substitution-high,0.041558146476745605,0.042301952838897594,-0.0007438063621519886
v2,mel_l1,lower,5390-30102-0015,3,dropout-mid,0.04177379608154297,0.03664332628250122,0.005130469799041748
v2,mel_l1,lower,5390-30102-0015,3,dropout-high,0.0729438066482544,0.06390386819839466,0.00903993844985973
v2,mel_l1,lower,5390-30102-0015,3,substitution-mid,0.013595581054687389,0.014016389846801647,-0.0004208087921142578
v2,mel_l1,lower,5390-30102-0015,3,substitution-high,0.05386614799499512,0.053405165672302024,0.00046098232269309314
v2,mel_l1,lower,4018-103416-0033,1,dropout-mid,0.025882720947265847,0.030050933361053467,-0.00416821241378762
v2,mel_l1,lower,4018-103416-0033,1,dropout-high,0.04769670963287376,0.0497058629989624,-0.002009153366088645
v2,mel_l1,lower,4018-103416-0033,1,substitution-mid,0.015112161636352761,0.007256805896759033,0.007855355739593728
v2,mel_l1,lower,4018-103416-0033,1,substitution-high,0.045079708099365456,0.03615748882293701,0.008922219276428445
v2,mel_l1,lower,4018-103416-0033,2,dropout-mid,0.024927735328674316,0.022106051445007324,0.002821683883666992
v2,mel_l1,lower,4018-103416-0033,2,dropout-high,0.06335443258285511,0.06558912992477417,-0.0022346973419190563
v2,mel_l1,lower,4018-103416-0033,2,substitution-mid,0.01676100492477417,0.025609850883483887,-0.008848845958709717
v2,mel_l1,lower,4018-103416-0033,2,substitution-high,0.07456052303314209,0.04014098644256592,0.03441953659057617
v2,mel_l1,lower,4018-103416-0033,3,dropout-mid,0.026256322860717773,0.033503592014312744,-0.007247269153594971
v2,mel_l1,lower,4018-103416-0033,3,dropout-high,0.08794736862182617,0.06788724660873413,0.02006012201309204
v2,mel_l1,lower,4018-103416-0033,3,substitution-mid,0.016759097576141357,0.013222754001617432,0.0035363435745239258
v2,mel_l1,lower,4018-103416-0033,3,substitution-high,0.07708829641342163,0.05701875686645508,0.020069539546966553
v2,mel_l1,lower,1737-148989-0006,1,dropout-mid,0.02077615261077881,0.011756539344787598,0.009019613265991211
v2,mel_l1,lower,1737-148989-0006,1,dropout-high,0.0345454216003418,0.034404754638671875,0.00014066696166992188
v2,mel_l1,lower,1737-148989-0006,1,substitution-mid,0.0007714033126831055,0.0005303621292114258,0.0002410411834716797
v2,mel_l1,lower,1737-148989-0006,1,substitution-high,0.02106344699859619,0.018918633460998535,0.0021448135375976562
v2,mel_l1,lower,1737-148989-0006,2,dropout-mid,0.029693663120269775,0.022089064121246338,0.0076045989990234375
v2,mel_l1,lower,1737-148989-0006,2,dropout-high,0.07257908582687378,0.057749390602111816,0.014829695224761963
v2,mel_l1,lower,1737-148989-0006,2,substitution-mid,0.016950130462646595,0.0146501064300536,0.0023000240325929955
v2,mel_l1,lower,1737-148989-0006,2,substitution-high,0.029407262802124134,0.037748754024505615,-0.00834149122238148
v2,mel_l1,lower,1737-148989-0006,3,dropout-mid,0.043779850006103405,0.030602693557739258,0.013177156448364147
v2,mel_l1,lower,1737-148989-0006,3,dropout-high,0.09710496664047241,0.0767682194709779,0.020336747169494518
v2,mel_l1,lower,1737-148989-0006,3,substitution-mid,0.018991947174072266,0.015070557594299316,0.003921389579772949
v2,mel_l1,lower,1737-148989-0006,3,substitution-high,0.06255918741226185,0.057818353176117054,0.0047408342361447975
v2,mel_l1,lower,1455-138263-0040,1,dropout-mid,0.022461652755737083,0.01570296287536621,0.006758689880370872
v2,mel_l1,lower,1455-138263-0040,1,dropout-high,0.057417869567871094,0.03639042377471924,0.021027445793151855
v2,mel_l1,lower,1455-138263-0040,1,substitution-mid,0.015379309654236062,0.013570547103881836,0.001808762550354226
v2,mel_l1,lower,1455-138263-0040,1,substitution-high,0.030855894088745117,0.026139497756958008,0.004716396331787109
v2,mel_l1,lower,1455-138263-0040,2,dropout-mid,0.05241578817367554,0.04231715202331554,0.010098636150359996
v2,mel_l1,lower,1455-138263-0040,2,dropout-high,0.05958151817321777,0.06431853771209706,-0.0047370195388792835
v2,mel_l1,lower,1455-138263-0040,2,substitution-mid,0.01919090747833241,0.014815688133239746,0.004375219345092662
v2,mel_l1,lower,1455-138263-0040,2,substitution-high,0.04980391263961803,0.048140525817871094,0.0016633868217469372
v2,mel_l1,lower,1455-138263-0040,3,dropout-mid,0.04933357238769531,0.03730100393295288,0.012032568454742432
v2,mel_l1,lower,1455-138263-0040,3,dropout-high,0.0809040069580077,0.06279361248016357,0.018110394477844127
v2,mel_l1,lower,1455-138263-0040,3,substitution-mid,0.016574203968048096,0.01655876636505127,1.5437602996826172e-05
v2,mel_l1,lower,1455-138263-0040,3,substitution-high,0.05179429054260243,0.05426621437072754,-0.002471923828125111
v2,mel_l1,lower,311-124404-0119,1,dropout-mid,0.016787290573119895,0.013982295989990456,0.0028049945831294387
v2,mel_l1,lower,311-124404-0119,1,dropout-high,0.06198465824127197,0.049297213554382324,0.012687444686889648
v2,mel_l1,lower,311-124404-0119,1,substitution-mid,0.01258862018585205,0.013589859008789062,-0.0010012388229370117
v2,mel_l1,lower,311-124404-0119,1,substitution-high,0.03793501853942871,0.03607833385467529,0.001856684684753418
v2,mel_l1,lower,311-124404-0119,2,dropout-mid,0.0483393073081968,0.03908330202102661,0.009256005287170188
v2,mel_l1,lower,311-124404-0119,2,dropout-high,0.07962137460708607,0.07900738716125477,0.0006139874458312988
v2,mel_l1,lower,311-124404-0119,2,substitution-mid,0.0289839506149292,0.021910905838012806,0.007073044776916393
v2,mel_l1,lower,311-124404-0119,2,substitution-high,0.07268518209457386,0.10100871324539185,-0.028323531150817982
v2,mel_l1,lower,311-124404-0119,3,dropout-mid,0.04645669460296631,0.02703690528869629,0.01941978931427002
v2,mel_l1,lower,311-124404-0119,3,dropout-high,0.08298909664154053,0.05961483716964722,0.02337425947189331
v2,mel_l1,lower,311-124404-0119,3,substitution-mid,0.01884526014328003,0.016757488250732422,0.0020877718925476074
v2,mel_l1,lower,311-124404-0119,3,substitution-high,0.07851189374923706,0.057036757469177246,0.021475136280059814
v2,mel_l1,lower,4680-16026-0019,1,dropout-mid,0.03973197937011719,0.03616213798522949,0.0035698413848876953
v2,mel_l1,lower,4680-16026-0019,1,dropout-high,0.08329379558563232,0.06533002853393555,0.017963767051696777
v2,mel_l1,lower,4680-16026-0019,1,substitution-mid,0.020696163177490234,0.007439374923706277,0.013256788253783958
v2,mel_l1,lower,4680-16026-0019,1,substitution-high,0.0029870271682739258,0.006106376647949219,-0.003119349479675293
v2,mel_l1,lower,4680-16026-0019,2,dropout-mid,0.07633936405181885,0.061611413955688366,0.014727950096130482
v2,mel_l1,lower,4680-16026-0019,2,dropout-high,0.045897901058197244,0.03896307945251476,0.006934821605682484
v2,mel_l1,lower,4680-16026-0019,2,substitution-mid,0.0,0.0,0.0
v2,mel_l1,lower,4680-16026-0019,2,substitution-high,0.051618754863739236,0.045857489109039196,0.00576126575470004
v2,mel_l1,lower,4680-16026-0019,3,dropout-mid,0.04355227947235096,0.050903499126434326,-0.007351219654083363
v2,mel_l1,lower,4680-16026-0019,3,dropout-high,0.10210597515106201,0.11677181720733643,-0.014665842056274414
v2,mel_l1,lower,4680-16026-0019,3,substitution-mid,0.04754042625427257,0.022703468799591064,0.024836957454681508
v2,mel_l1,lower,4680-16026-0019,3,substitution-high,0.04957616329193115,0.044391512870788574,0.005184650421142578
v2,mel_l1,lower,8098-278278-0035,1,dropout-mid,0.012056827545166016,0.015152812004089578,-0.003095984458923562
v2,mel_l1,lower,8098-278278-0035,1,dropout-high,0.03885138034820579,0.024674534797668457,0.014176845550537331
v2,mel_l1,lower,8098-278278-0035,1,substitution-mid,0.04860210418701172,0.03227698802947998,0.01632511615753174
v2,mel_l1,lower,8098-278278-0035,1,substitution-high,0.06383609771728538,0.05415511131286621,0.009680986404419167
v2,mel_l1,lower,8098-278278-0035,2,dropout-mid,0.03128325939178467,0.025891602039337158,0.00539165735244751
v2,mel_l1,lower,8098-278278-0035,2,dropout-high,0.06899607181549072,0.06198990345001221,0.007006168365478516
v2,mel_l1,lower,8098-278278-0035,2,substitution-mid,0.026882886886596458,0.021037042140960804,0.005845844745635653
v2,mel_l1,lower,8098-278278-0035,2,substitution-high,0.03719830513000488,0.04533910751342751,-0.00814080238342263
v2,mel_l1,lower,8098-278278-0035,3,dropout-mid,0.032036423683166504,0.031090497970581166,0.0009459257125853382
v2,mel_l1,lower,8098-278278-0035,3,dropout-high,0.0823395848274231,0.05595773458480835,0.026381850242614746
v2,mel_l1,lower,8098-278278-0035,3,substitution-mid,0.013119518756866455,0.011408865451812744,0.001710653305053711
v2,mel_l1,lower,8098-278278-0035,3,substitution-high,0.03469908237457264,0.03732705116271973,-0.0026279687881470837
v2,pesq_wb,higher,8838-298545-0037,1,dropout-mid,0.09604322910308838,0.08204293251037598,0.014000296592712402
v2,pesq_wb,higher,8838-298545-0037,1,dropout-high,0.1072152853012085,0.05068349838256836,0.05653178691864014
v2,pesq_wb,higher,8838-298545-0037,1,substitution-mid,0.02033400535583496,0.02521681785583496,-0.0048828125
v2,pesq_wb,higher,8838-298545-0037,1,substitution-high,0.06466698646545388,0.06652975082397461,-0.0018627643585207299
v2,pesq_wb,higher,8838-298545-0037,2,dropout-mid,0.13723862171173073,0.11879837512969971,0.018440246582031028
v2,pesq_wb,higher,8838-298545-0037,2,dropout-high,0.2699078321456909,0.26597821712493896,0.003929615020751953
v2,pesq_wb,higher,8838-298545-0037,2,substitution-mid,0.05536949634552002,0.05633854866027854,-0.0009690523147585228
v2,pesq_wb,higher,8838-298545-0037,2,substitution-high,0.22494804859161377,0.18630468845367454,0.03864336013793923
v2,pesq_wb,higher,8838-298545-0037,3,dropout-mid,0.11981916427612305,0.13562512397766113,-0.015805959701538086
v2,pesq_wb,higher,8838-298545-0037,3,dropout-high,0.398250937461853,0.29643583297729514,0.10181510448455788
v2,pesq_wb,higher,8838-298545-0037,3,substitution-mid,0.05825316905975342,0.06432068347930908,-0.006067514419555664
v2,pesq_wb,higher,8838-298545-0037,3,substitution-high,0.13694286346435547,0.08663153648376465,0.05031132698059082
v2,pesq_wb,higher,5390-30102-0015,1,dropout-mid,0.02126479148864746,0.028332829475402832,-0.007068037986755371
v2,pesq_wb,higher,5390-30102-0015,1,dropout-high,0.05209970474243164,0.06535685062408447,-0.013257145881652832
v2,pesq_wb,higher,5390-30102-0015,1,substitution-mid,0.0072116851806638405,0.008792996406555176,-0.0015813112258913353
v2,pesq_wb,higher,5390-30102-0015,1,substitution-high,0.03771054744720481,0.04969227313995361,-0.011981725692748801
v2,pesq_wb,higher,5390-30102-0015,2,dropout-mid,0.08816826343536355,0.06076502799987793,0.027403235435485618
v2,pesq_wb,higher,5390-30102-0015,2,dropout-high,0.170867919921875,0.15363991260528564,0.017228007316589355
v2,pesq_wb,higher,5390-30102-0015,2,substitution-mid,0.02908039093017556,0.029928207397460938,-0.0008478164672853783
v2,pesq_wb,higher,5390-30102-0015,2,substitution-high,0.09684109687805176,0.0830683708190918,0.013772726058959961
v2,pesq_wb,higher,5390-30102-0015,3,dropout-mid,0.1802150011062622,0.1333801746368406,0.04683482646942161
v2,pesq_wb,higher,5390-30102-0015,3,dropout-high,0.2700382471084595,0.204492449760437,0.06554579734802246
v2,pesq_wb,higher,5390-30102-0015,3,substitution-mid,0.05396902561187744,0.044054627418518066,0.009914398193359375
v2,pesq_wb,higher,5390-30102-0015,3,substitution-high,0.20391368865966797,0.18303096294403076,0.020882725715637207
v2,pesq_wb,higher,4018-103416-0033,1,dropout-mid,0.06448924541473411,0.08878719806671143,-0.024297952651977317
v2,pesq_wb,higher,4018-103416-0033,1,dropout-high,0.10294485092163108,0.13932502269744873,-0.03638017177581765
v2,pesq_wb,higher,4018-103416-0033,1,substitution-mid,0.01934587955474898,0.013215899467468262,0.0061299800872807175
v2,pesq_wb,higher,4018-103416-0033,1,substitution-high,0.11452805995941162,0.10510826110839844,0.009419798851013184
v2,pesq_wb,higher,4018-103416-0033,2,dropout-mid,0.22076392173767112,0.23725152015686057,-0.016487598419189453
v2,pesq_wb,higher,4018-103416-0033,2,dropout-high,0.43014347553253174,0.4788632392883301,-0.04871976375579834
v2,pesq_wb,higher,4018-103416-0033,2,substitution-mid,0.12564694881439187,0.05763506889343262,0.06801187992095925
v2,pesq_wb,higher,4018-103416-0033,2,substitution-high,0.2813723087310791,0.18878436088562012,0.09258794784545898
v2,pesq_wb,higher,4018-103416-0033,3,dropout-mid,0.2513740062713623,0.2523458003997803,-0.0009717941284179688
v2,pesq_wb,higher,4018-103416-0033,3,dropout-high,0.5756634473800659,0.5960625410079956,-0.020399093627929688
v2,pesq_wb,higher,4018-103416-0033,3,substitution-mid,0.03902173042297363,0.05518198013305664,-0.016160249710083008
v2,pesq_wb,higher,4018-103416-0033,3,substitution-high,0.4527527093887329,0.3641374111175535,0.08861529827117942
v2,pesq_wb,higher,1737-148989-0006,1,dropout-mid,0.010215878486633079,0.0010339021682739258,0.009181976318359153
v2,pesq_wb,higher,1737-148989-0006,1,dropout-high,0.031491875648498535,0.015017032623291016,0.01647484302520752
v2,pesq_wb,higher,1737-148989-0006,1,substitution-mid,0.003699064254760742,-0.005151629447937012,0.008850693702697754
v2,pesq_wb,higher,1737-148989-0006,1,substitution-high,0.014680743217468262,0.01303601264953591,0.001644730567932351
v2,pesq_wb,higher,1737-148989-0006,2,dropout-mid,0.07570767402648926,0.056059837341308594,0.019647836685180664
v2,pesq_wb,higher,1737-148989-0006,2,dropout-high,0.15788555145263672,0.13057196140289307,0.027313590049743652
v2,pesq_wb,higher,1737-148989-0006,2,substitution-mid,0.05435299873352051,0.04585742950439475,0.008495569229125755
v2,pesq_wb,higher,1737-148989-0006,2,substitution-high,0.05134248733520508,0.08768224716186523,-0.036339759826660156
v2,pesq_wb,higher,1737-148989-0006,3,dropout-mid,0.10876917839050293,0.09097051620483398,0.017798662185668945
v2,pesq_wb,higher,1737-148989-0006,3,dropout-high,0.2757319211959839,0.2407054901123047,0.0350264310836792
v2,pesq_wb,higher,1737-148989-0006,3,substitution-mid,0.0518418550491333,0.06474196910858132,-0.01290011405944802
v2,pesq_wb,higher,1737-148989-0006,3,substitution-high,0.18690145015716553,0.21708452701568604,-0.030183076858520508
v2,pesq_wb,higher,1455-138263-0040,1,dropout-mid,0.015463948249816895,0.018343329429626465,-0.0028793811798095703
v2,pesq_wb,higher,1455-138263-0040,1,dropout-high,0.04316401481628418,0.0311931371688845,0.01197087764739968
v2,pesq_wb,higher,1455-138263-0040,1,substitution-mid,0.01798725128173828,0.01930904388427712,-0.0013217926025388405
v2,pesq_wb,higher,1455-138263-0040,1,substitution-high,0.029875993728637473,0.022159814834594727,0.007716178894042747
v2,pesq_wb,higher,1455-138263-0040,2,dropout-mid,0.13883733749389648,0.1059952974319458,0.032842040061950684
v2,pesq_wb,higher,1455-138263-0040,2,dropout-high,0.17956364154815674,0.16043365001678467,0.01912999153137207
v2,pesq_wb,higher,1455-138263-0040,2,substitution-mid,0.07341051101684593,0.047003984451293945,0.02640652656555198
v2,pesq_wb,higher,1455-138263-0040,2,substitution-high,0.13328886032104514,0.1101064682006836,0.02318239212036155
v2,pesq_wb,higher,1455-138263-0040,3,dropout-mid,0.17931973934173584,0.1357564926147461,0.043563246726989746
v2,pesq_wb,higher,1455-138263-0040,3,dropout-high,0.2054305076599121,0.1904447078704834,0.014985799789428711
v2,pesq_wb,higher,1455-138263-0040,3,substitution-mid,0.06429088115692161,0.044175148010253906,0.020115733146667703
v2,pesq_wb,higher,1455-138263-0040,3,substitution-high,0.17528164386749268,0.1467280387878418,0.02855360507965088
v2,pesq_wb,higher,311-124404-0119,1,dropout-mid,0.0012617111206052467,0.011257529258728027,-0.00999581813812278
v2,pesq_wb,higher,311-124404-0119,1,dropout-high,0.042414426803588645,0.034598469734191895,0.00781595706939675
