model,sample_id,L,channel,p_drop,p_sub,ideal_bitrate_bps,duration_sec,wave_l1,rmse,mel_l1,si_snr_db,corr,stoi,pesq_wb,rms_ratio_db,recon_peak,clip_ratio,length_samples,actual_p_drop,actual_p_sub,channel_seed,original_path,recon_path
base,5390-30102-0015,2,substitution-mid,0.0,0.005,1000,15.26,0.02521880529820919,0.039161909371614456,1.0383877754211426,0.752732112261091,0.7370363473892212,0.8271874602676095,1.421506404876709,-1.1844246126877582,0.4442547559738159,0.0,244160,0.0,0.00327653997378768,62776,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L2\5390-30102-0015.wav
lca,5390-30102-0015,2,substitution-mid,0.0,0.005,1000,15.26,0.02537328377366066,0.040142424404621124,0.9957387447357178,0.3072500380031818,0.719499409198761,0.8506445961307452,1.4454666376113892,-1.417332738887237,0.35136961936950684,0.0,244160,0.0,0.00327653997378768,62776,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L2\5390-30102-0015.wav
base,5390-30102-0015,3,clean,0.0,0.0,1500,15.26,0.022906074300408363,0.03565795347094536,0.9692648649215698,2.3598215878413558,0.7953588962554932,0.8543122991515026,1.6271207332611084,-0.3712543290715171,0.43231818079948425,0.0,244160,0.0,0.0,64426,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L3\5390-30102-0015.wav
lca,5390-30102-0015,3,clean,0.0,0.0,1500,15.26,0.02242334932088852,0.035607583820819855,0.9213444590568542,2.25249002392592,0.7917280793190002,0.874921001584794,1.6723697185516357,-0.6136783657803572,0.3975657820701599,0.0,244160,0.0,0.0,64426,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L3\5390-30102-0015.wav
base,5390-30102-0015,3,dropout-low,0.01,0.0,1500,15.26,0.023302210494875908,0.03659988194704056,0.9756312966346741,2.0464057838515775,0.7846453189849854,0.8504769309795436,1.6117372512817383,-0.3568144867223333,0.43101054430007935,0.0,244160,0.010484927916120577,0.0,64216,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L3\5390-30102-0015.wav
lca,5390-30102-0015,3,dropout-low,0.01,0.0,1500,15.26,0.022807419300079346,0.0363115593791008,0.9267907738685608,2.021431473440619,0.7837772369384766,0.8735699165718475,1.6499595642089844,-0.586625232009082,0.3958856761455536,0.0,244160,0.010484927916120577,0.0,64216,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L3\5390-30102-0015.wav
base,5390-30102-0015,3,dropout-mid,0.03,0.0,1500,15.26,0.02420663833618164,0.039040662348270416,0.9918685555458069,1.21660537627063,0.7547045946121216,0.8427202905564465,1.5158133506774902,-0.3628979956704742,0.4541964828968048,0.0,244160,0.02708606378331149,0.0,63947,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-mid\L3\5390-30102-0015.wav
lca,5390-30102-0015,3,dropout-mid,0.03,0.0,1500,15.26,0.023472648113965988,0.0378551259636879,0.9400259852409363,1.4626576094577906,0.7638129591941833,0.8637943980070808,1.6030311584472656,-0.6378973309158832,0.4018481373786926,0.0,244160,0.02708606378331149,0.0,63947,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-mid\L3\5390-30102-0015.wav
base,5390-30102-0015,3,substitution-low,0.0,0.001,1500,15.26,0.022910160943865776,0.0356619693338871,0.9691733717918396,2.3621559095839566,0.7954373955726624,0.8543662849250275,1.6262032985687256,-0.36461078995962465,0.43231818079948425,0.0,244160,0.0,0.00043687199650502403,63645,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-low\L3\5390-30102-0015.wav
lca,5390-30102-0015,3,substitution-low,0.0,0.001,1500,15.26,0.02242681384086609,0.035619452595710754,0.9211821556091309,2.2459855767607304,0.7915067076683044,0.8749120965286221,1.67268705368042,-0.6186906924274601,0.3975657820701599,0.0,244160,0.0,0.00043687199650502403,63645,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-low\L3\5390-30102-0015.wav
base,5390-30102-0015,3,substitution-mid,0.0,0.005,1500,15.26,0.023089652881026268,0.035954199731349945,0.98029625415802,2.271256858551923,0.7923657298088074,0.8481966287425898,1.5827358961105347,-0.3486036410915638,0.4321567416191101,0.0,244160,0.0,0.004805591961555264,63776,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L3\5390-30102-0015.wav
lca,5390-30102-0015,3,substitution-mid,0.0,0.005,1500,15.26,0.022630659863352776,0.035895682871341705,0.9328030347824097,2.1666891323473503,0.7887969613075256,0.8664852752986711,1.6413850784301758,-0.5842467282731187,0.3963121771812439,0.0,244160,0.0,0.004805591961555264,63776,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L3\5390-30102-0015.wav
base,4018-103416-0033,1,clean,0.0,0.0,500,15.13,0.038625940680503845,0.06432586163282394,1.0098466873168945,-0.040351691677598014,0.7054624557495117,0.7832126253703698,1.4076124429702759,-3.802517576688724,0.3749902844429016,0.0,242080,0.0,0.0,31544,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L1\4018-103416-0033.wav
lca,4018-103416-0033,1,clean,0.0,0.0,500,15.13,0.0396256260573864,0.06669092923402786,0.9535096287727356,-0.7505160698063431,0.6759467124938965,0.7909122749128298,1.432606816291809,-3.7478250530164496,0.5276696085929871,0.0,242080,0.0,0.0,31544,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L1\4018-103416-0033.wav
base,4018-103416-0033,1,dropout-low,0.01,0.0,500,15.13,0.03871622309088707,0.06453461199998856,1.0102312564849854,-0.10262594526998753,0.7029172778129578,0.7840079614359629,1.4046263694763184,-3.8028978457060476,0.37505143880844116,0.0,242080,0.005284015852047556,0.0,31334,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L1\4018-103416-0033.wav
lca,4018-103416-0033,1,dropout-low,0.01,0.0,500,15.13,0.03974573314189911,0.06693046540021896,0.9565833210945129,-0.8218460430839224,0.6729274988174438,0.7912249747640654,1.4104373455047607,-3.7453769299007216,0.523152768611908,0.0,242080,0.005284015852047556,0.0,31334,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L1\4018-103416-0033.wav
base,4018-103416-0033,1,dropout-mid,0.03,0.0,500,15.13,0.03991972655057907,0.06715908646583557,1.0146242380142212,-0.8898976621486683,0.6700387001037598,0.7755471655231762,1.3643240928649902,-3.7485852406226994,0.37527716159820557,0.0,242080,0.02509907529722589,0.0,31065,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-mid\L1\4018-103416-0033.wav
lca,4018-103416-0033,1,dropout-mid,0.03,0.0,500,15.13,0.0412340871989727,0.06991911679506302,0.9651508331298828,-1.7180027449656208,0.6343293190002441,0.7845661064961936,1.3762097358703613,-3.825629457005352,0.5339401364326477,0.0,242080,0.02509907529722589,0.0,31065,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-mid\L1\4018-103416-0033.wav
base,4018-103416-0033,1,substitution-low,0.0,0.001,500,15.13,0.038625940680503845,0.06432586163282394,1.0098466873168945,-0.040351691677598014,0.7054624557495117,0.7832126253703698,1.4076124429702759,-3.802517576688724,0.3749902844429016,0.0,242080,0.0,0.0,30763,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-low\L1\4018-103416-0033.wav
lca,4018-103416-0033,1,substitution-low,0.0,0.001,500,15.13,0.0396256260573864,0.06669092923402786,0.9535096287727356,-0.7505160698063431,0.6759467124938965,0.7909122749128298,1.432606816291809,-3.7478250530164496,0.5276696085929871,0.0,242080,0.0,0.0,30763,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-low\L1\4018-103416-0033.wav
base,4018-103416-0033,1,substitution-mid,0.0,0.005,500,15.13,0.038675278425216675,0.06441253423690796,1.013843297958374,-0.0619477086548571,0.7045807838439941,0.7780342912933326,1.4103670120239258,-3.827904058933105,0.4082476496696472,0.0,242080,0.0,0.007926023778071334,30894,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L1\4018-103416-0033.wav
lca,4018-103416-0033,1,substitution-mid,0.0,0.005,500,15.13,0.03974262624979019,0.06690353155136108,0.9612782597541809,-0.8124470412499774,0.6733258366584778,0.7868742465723388,1.4253320693969727,-3.7665599127772733,0.5214480757713318,0.0,242080,0.0,0.007926023778071334,30894,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L1\4018-103416-0033.wav
base,4018-103416-0033,2,clean,0.0,0.0,1000,15.13,0.027028799057006836,0.04594457522034645,0.8454596996307373,4.595315035427048,0.8615851998329163,0.8641982601275472,2.0328855514526367,-1.088588939766955,0.4983604848384857,0.0,242080,0.0,0.0,32544,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L2\4018-103416-0033.wav
lca,4018-103416-0033,2,clean,0.0,0.0,1000,15.13,0.027154752984642982,0.046240389347076416,0.7859322428703308,4.512947164861102,0.8594678044319153,0.8757165716024977,2.084486961364746,-1.2122927644776111,0.4611132740974426,0.0,242080,0.0,0.0,32544,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L2\4018-103416-0033.wav
base,4018-103416-0033,2,dropout-low,0.01,0.0,1000,15.13,0.02769576944410801,0.04795663058757782,0.8467071056365967,4.10251311157784,0.8485491275787354,0.863227549418396,2.01265811920166,-1.074376584229402,0.4984563887119293,0.0,242080,0.005284015852047556,0.0,32334,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L2\4018-103416-0033.wav
lca,4018-103416-0033,2,dropout-low,0.01,0.0,1000,15.13,0.027685070410370827,0.047830499708652496,0.7900571227073669,4.116696049968917,0.8489367365837097,0.8729840305519391,2.0486719608306885,-1.2193491987026472,0.45952725410461426,0.0,242080,0.005284015852047556,0.0,32334,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L2\4018-103416-0033.wav
base,4018-103416-0033,2,dropout-mid,0.03,0.0,1000,15.13,0.028832513839006424,0.04939600080251694,0.8668684959411621,3.758879595093277,0.8389347195625305,0.8521101205977517,1.8625600337982178,-1.0591073798603687,0.5153214931488037,0.0,242080,0.031043593130779392,0.0,32065,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-mid\L2\4018-103416-0033.wav
lca,4018-103416-0033,2,dropout-mid,0.03,0.0,1000,15.13,0.028871459886431694,0.050077956169843674,0.8071833252906799,3.5695422510981367,0.8334525227546692,0.865051730659616,1.939781904220581,-1.220470788483889,0.48034536838531494,0.0,242080,0.031043593130779392,0.0,32065,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-mid\L2\4018-103416-0033.wav
base,4018-103416-0033,2,substitution-low,0.0,0.001,1000,15.13,0.0270773246884346,0.04597402364015579,0.8460478782653809,4.587994178749185,0.8613981604576111,0.8641076013397718,2.032740592956543,-1.0884502375104086,0.4983604848384857,0.0,242080,0.0,0.001321003963011889,31763,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-low\L2\4018-103416-0033.wav
lca,4018-103416-0033,2,substitution-low,0.0,0.001,1000,15.13,0.027166247367858887,0.04624385014176369,0.787213921546936,4.5121615533195385,0.8594474196434021,0.8753388283474179,2.075160264968872,-1.2104137713184566,0.4611132740974426,0.0,242080,0.0,0.001321003963011889,31763,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-low\L2\4018-103416-0033.wav
base,4018-103416-0033,2,substitution-mid,0.0,0.005,1000,15.13,0.02747497148811817,0.04689197987318039,0.8674712181091309,4.3541665306839334,0.8553164005279541,0.8594762726526712,1.9359748363494873,-1.152712145693096,0.49758943915367126,0.0,242080,0.0,0.0066050198150594455,31894,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L2\4018-103416-0033.wav
lca,4018-103416-0033,2,substitution-mid,0.0,0.005,1000,15.13,0.027657579630613327,0.04708430543541908,0.8120282888412476,4.298687035496739,0.8538442850112915,0.8708985639087796,1.9822626113891602,-1.271351266134098,0.4608137905597687,0.0,242080,0.0,0.0066050198150594455,31894,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L2\4018-103416-0033.wav
base,4018-103416-0033,3,clean,0.0,0.0,1500,15.13,0.023180905729532242,0.03884157910943031,0.794690728187561,6.578545300079909,0.9054095149040222,0.889435816135229,2.403822422027588,-0.2606520107189813,0.553870677947998,0.0,242080,0.0,0.0,33544,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L3\4018-103416-0033.wav
lca,4018-103416-0033,3,clean,0.0,0.0,1500,15.13,0.023051923140883446,0.038652677088975906,0.7441021800041199,6.563862909823703,0.9051334261894226,0.9011953410404546,2.334238290786743,-0.453862045031444,0.5676673054695129,0.0,242080,0.0,0.0,33544,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L3\4018-103416-0033.wav
base,4018-103416-0033,3,dropout-low,0.01,0.0,1500,15.13,0.023872897028923035,0.040551815181970596,0.8031664490699768,6.13909876242177,0.8968443274497986,0.8858714241035053,2.345437526702881,-0.26198825431355505,0.5513595938682556,0.0,242080,0.009687362395420519,0.0,33334,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L3\4018-103416-0033.wav
lca,4018-103416-0033,3,dropout-low,0.01,0.0,1500,15.13,0.023883026093244553,0.041026197373867035,0.753237247467041,5.954961806148674,0.893068253993988,0.8970194253267935,2.1946680545806885,-0.43609481140976647,0.5413485169410706,0.0,242080,0.009687362395420519,0.0,33334,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L3\4018-103416-0033.wav
base,4018-103416-0033,3,dropout-mid,0.03,0.0,1500,15.13,0.024604178965091705,0.042677611112594604,0.8094102740287781,5.596711051995317,0.8853955268859863,0.883789486639071,2.2121522426605225,-0.29352184030847145,0.5620254278182983,0.0,242080,0.025979744605900485,0.0,33065,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-mid\L3\4018-103416-0033.wav
lca,4018-103416-0033,3,dropout-mid,0.03,0.0,1500,15.13,0.02417794242501259,0.04113011434674263,0.7612798810005188,5.904910578000642,0.8920223712921143,0.8941926130790225,2.186605930328369,-0.5153688379292772,0.5620320439338684,0.0,242080,0.025979744605900485,0.0,33065,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-mid\L3\4018-103416-0033.wav
base,4018-103416-0033,3,substitution-low,0.0,0.001,1500,15.13,0.023181531578302383,0.03884291648864746,0.7952740788459778,6.576484369387808,0.905370831489563,0.8890478734030695,2.400916576385498,-0.2649675196402884,0.5538802146911621,0.0,242080,0.0,0.001321003963011889,32763,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-low\L3\4018-103416-0033.wav
lca,4018-103416-0033,3,substitution-low,0.0,0.001,1500,15.13,0.023099606856703758,0.03871437907218933,0.7448211312294006,6.5475555478913865,0.9048258662223816,0.9010229293601627,2.334380865097046,-0.45387260062935914,0.567619264125824,0.0,242080,0.0,0.001321003963011889,32763,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-low\L3\4018-103416-0033.wav
base,4018-103416-0033,3,substitution-mid,0.0,0.005,1500,15.13,0.02341870591044426,0.03929132595658302,0.7978969216346741,6.450292579419306,0.902974009513855,0.887554787613407,2.374286413192749,-0.2899822791745033,0.5536708831787109,0.0,242080,0.0,0.005284015852047556,32894,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L3\4018-103416-0033.wav
lca,4018-103416-0033,3,substitution-mid,0.0,0.005,1500,15.13,0.02344837412238121,0.0394308902323246,0.7492201328277588,6.356778529985966,0.9011650085449219,0.8993625455277318,2.3171839714050293,-0.4638201660431379,0.567631185054779,0.0,242080,0.0,0.005284015852047556,32894,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\4018-103416-0033.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L3\4018-103416-0033.wav
base,1737-148989-0006,1,clean,0.0,0.0,500,10.69,0.025542473420500755,0.0450371690094471,1.301960825920105,-17.977611088536094,0.12522394955158234,0.7597048731079195,1.195818305015564,-1.7843299773898516,0.3443892300128937,0.0,171040,0.0,0.0,19158,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L1\1737-148989-0006.wav
lca,1737-148989-0006,1,clean,0.0,0.0,500,10.69,0.02400718815624714,0.04305211827158928,1.2152594327926636,-17.074964697133517,0.13868658244609833,0.7725922101727313,1.1743899583816528,-2.7041836265762798,0.4098278880119324,0.0,171040,0.0,0.0,19158,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L1\1737-148989-0006.wav
base,1737-148989-0006,1,dropout-low,0.01,0.0,500,10.69,0.025718141347169876,0.045325420796871185,1.3216769695281982,-19.216201917759214,0.10879386961460114,0.7496586051782511,1.1692910194396973,-1.8454217974934959,0.3325406312942505,0.0,171040,0.018691588785046728,0.0,18948,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L1\1737-148989-0006.wav
lca,1737-148989-0006,1,dropout-low,0.01,0.0,500,10.69,0.024111689999699593,0.04336647689342499,1.2337720394134521,-18.19773307707168,0.12213767319917679,0.7659679894689013,1.149198293685913,-2.7501103054855798,0.42263662815093994,0.0,171040,0.018691588785046728,0.0,18948,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L1\1737-148989-0006.wav
base,1737-148989-0006,1,dropout-mid,0.03,0.0,500,10.69,0.025841550901532173,0.045341942459344864,1.3306975364685059,-18.09820135956206,0.12352394312620163,0.7488489432442896,1.1726458072662354,-1.654837651069633,0.3443892300128937,0.0,171040,0.03551401869158879,0.0,18679,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-mid\L1\1737-148989-0006.wav
lca,1737-148989-0006,1,dropout-mid,0.03,0.0,500,10.69,0.02424152009189129,0.04342373088002205,1.2346025705337524,-17.921652145498143,0.12602047622203827,0.7609742452604852,1.153850793838501,-2.6598451957939675,0.4098278880119324,0.0,171040,0.03551401869158879,0.0,18679,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-mid\L1\1737-148989-0006.wav
base,1737-148989-0006,1,substitution-low,0.0,0.001,500,10.69,0.025528011843562126,0.04502449929714203,1.3043138980865479,-18.041556094616887,0.12431968003511429,0.759223698922373,1.1956467628479004,-1.8020987424677366,0.3443892300128937,0.0,171040,0.0,0.001869158878504673,18377,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-low\L1\1737-148989-0006.wav
lca,1737-148989-0006,1,substitution-low,0.0,0.001,500,10.69,0.024016380310058594,0.04308433458209038,1.2178932428359985,-17.143304737894404,0.13762037456035614,0.7714115739340788,1.1761457920074463,-2.699859430374438,0.4098278880119324,0.0,171040,0.0,0.001869158878504673,18377,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-low\L1\1737-148989-0006.wav
base,1737-148989-0006,1,substitution-mid,0.0,0.005,500,10.69,0.025501487776637077,0.04500919207930565,1.306488275527954,-18.162276263828275,0.12262976914644241,0.7577686004205808,1.1903505325317383,-1.8311542753428833,0.3443892300128937,0.0,171040,0.0,0.005607476635514018,18508,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L1\1737-148989-0006.wav
lca,1737-148989-0006,1,substitution-mid,0.0,0.005,500,10.69,0.024024927988648415,0.04307546094059944,1.2206350564956665,-17.209258305237558,0.1365988403558731,0.7702956999381291,1.1661227941513062,-2.720262020269863,0.4098278880119324,0.0,171040,0.0,0.005607476635514018,18508,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L1\1737-148989-0006.wav
base,1737-148989-0006,2,clean,0.0,0.0,1000,10.69,0.022374605759978294,0.043169111013412476,0.9510124325752258,-15.641469571623974,0.16296036541461945,0.8053675796496105,1.4676434993743896,-2.2826034379792817,0.3731744587421417,0.0,171040,0.0,0.0,20158,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L2\1737-148989-0006.wav
lca,1737-148989-0006,2,clean,0.0,0.0,1000,10.69,0.021450744941830635,0.04110344126820564,0.9078707695007324,-14.57222332692902,0.1836286336183548,0.8257779225572934,1.4480865001678467,-3.3150607494173583,0.34253260493278503,0.0,171040,0.0,0.0,20158,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L2\1737-148989-0006.wav
base,1737-148989-0006,2,dropout-low,0.01,0.0,1000,10.69,0.022370539605617523,0.04308952018618584,0.9567025303840637,-15.44330341714886,0.166617751121521,0.8032588633323643,1.4387705326080322,-2.2761800711019466,0.3731744587421417,0.0,171040,0.014018691588785047,0.0,19948,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L2\1737-148989-0006.wav
lca,1737-148989-0006,2,dropout-low,0.01,0.0,1000,10.69,0.021546510979533195,0.04114023968577385,0.9123020768165588,-14.70946260631581,0.18084494769573212,0.8254114616721768,1.4352881908416748,-3.335701154090052,0.3433681130409241,0.0,171040,0.014018691588785047,0.0,19948,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\1737-148989-0006.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L2\1737-148989-0006.wav
