model,sample_id,L,channel,p_drop,p_sub,ideal_bitrate_bps,duration_sec,wave_l1,rmse,mel_l1,si_snr_db,corr,stoi,pesq_wb,rms_ratio_db,recon_peak,clip_ratio,length_samples,actual_p_drop,actual_p_sub,channel_seed,original_path,recon_path
lca,5390-30102-0015,2,clean,0.0,0.0,1000,15.26,0.025161387398838997,0.0392039492726326,0.9994685649871826,0.6285242249729094,0.7322006225585938,0.8470321319209455,1.4143770933151245,-1.4842142971408596,0.3240475058555603,0.0,244160,0.0,0.0,50153,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\clean\L2\5390-30102-0015.wav
base,5390-30102-0015,2,dropout-low,0.01,0.0,1000,15.26,0.025292934849858284,0.03926743566989899,1.047744631767273,0.751035176176838,0.7369706034660339,0.8219464521447496,1.4008930921554565,-1.0977419542794369,0.4444953203201294,0.0,244160,0.01310615989515072,0.0,49762,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-low\L2\5390-30102-0015.wav
lca,5390-30102-0015,2,dropout-low,0.01,0.0,1000,15.26,0.025370048359036446,0.03954740986227989,1.0042755603790283,0.49970229536572286,0.7271406650543213,0.8451554854880498,1.4008309841156006,-1.4909350572459794,0.32502299547195435,0.0,244160,0.01310615989515072,0.0,49762,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-low\L2\5390-30102-0015.wav
base,5390-30102-0015,2,dropout-mid,0.03,0.0,1000,15.26,0.026352576911449432,0.041329462081193924,1.0587782859802246,0.06847105713626649,0.7098883390426636,0.8138110772508031,1.3547894954681396,-0.9936700855420213,0.5342769026756287,0.0,244160,0.028833551769331587,0.0,50362,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\dropout-mid\L2\5390-30102-0015.wav
lca,5390-30102-0015,2,dropout-mid,0.03,0.0,1000,15.26,0.026449842378497124,0.04164564609527588,1.0311777591705322,-0.2925820388189417,0.6951000094413757,0.8327063821488833,1.336497187614441,-1.5335019175075142,0.3778797686100006,0.0,244160,0.028833551769331587,0.0,50362,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\dropout-mid\L2\5390-30102-0015.wav
base,5390-30102-0015,2,substitution-low,0.0,0.001,1000,15.26,0.025153599679470062,0.03901304677128792,1.0378966331481934,0.8345253588695568,0.7401972413063049,0.8266273299115302,1.4258462190628052,-1.1147229476486296,0.4454289972782135,0.0,244160,0.0,0.000655307994757536,50565,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-low\L2\5390-30102-0015.wav
lca,5390-30102-0015,2,substitution-low,0.0,0.001,1000,15.26,0.025187425315380096,0.03924686834216118,1.0001652240753174,0.614027579264307,0.7316336035728455,0.8466900815008391,1.4136141538619995,-1.4802105395452823,0.3240475058555603,0.0,244160,0.0,0.000655307994757536,50565,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-low\L2\5390-30102-0015.wav
base,5390-30102-0015,2,substitution-mid,0.0,0.005,1000,15.26,0.025271806865930557,0.039174292236566544,1.04814612865448,0.740615969782301,0.7365666627883911,0.8201249253816518,1.374508261680603,-1.203536452443694,0.4453049898147583,0.0,244160,0.0,0.009174311926605505,49672,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\substitution-mid\L2\5390-30102-0015.wav
lca,5390-30102-0015,2,substitution-mid,0.0,0.005,1000,15.26,0.025346532464027405,0.03949946537613869,1.011707067489624,0.5126894988018222,0.7276527285575867,0.8420556970633682,1.3566672801971436,-1.5048581510935417,0.32395562529563904,0.0,244160,0.0,0.009174311926605505,49672,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\lca\substitution-mid\L2\5390-30102-0015.wav
base,5390-30102-0015,3,clean,0.0,0.0,1500,15.26,0.022906074300408363,0.03565795347094536,0.9692648649215698,2.3598215878413558,0.7953588962554932,0.8543122991515026,1.6271207332611084,-0.3712543290715171,0.43231818079948425,0.0,244160,0.0,0.0,51153,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\original\5390-30102-0015.wav,output\experiments\exp3_low_load_channel_aware_adaptation_20260530_seed42\samples\base\clean\L3\5390-30102-0015.wav
