model,L,n,top1_accuracy,verified_rate,score_mean,correct_score_mean,max_impostor_score_mean,margin_mean,eer,eer_threshold,tar_at_far,tar_threshold
base,1,100,0.12,1.0,0.9911788809299469,0.9865630877017975,0.9909335196018219,-0.004370431900024414,0.7,0.9908204674720764,0.01,0.9954243302345276
base,2,100,0.35,1.0,0.9953043979406356,0.9923700487613678,0.9945898872613906,-0.002219838500022888,0.58,0.9953327178955078,0.01,0.9984372854232788
base,3,100,0.38,1.0,0.9956781047582627,0.9930219995975494,0.9948634958267212,-0.001841496229171753,0.61,0.9956512451171875,0.03,0.9983990788459778
lca,1,100,0.11,1.0,0.9920687007904053,0.987723034620285,0.9918858540058136,-0.004162819385528565,0.68,0.9912117123603821,0.02,0.9964302182197571
lca,2,100,0.3,1.0,0.9946803706884384,0.991696869134903,0.9940427535772324,-0.002345884442329407,0.61,0.9947463274002075,0.02,0.9980887770652771
lca,3,100,0.37,1.0,0.9952010500431061,0.9925805830955505,0.9943216091394425,-0.0017410260438919067,0.57,0.9951944351196289,0.02,0.9985126256942749
original,0,100,0.48,1.0,0.9959768056869507,0.993657653927803,0.9948463100194931,-0.0011886560916900635,0.55,0.9960317611694336,0.05,0.9983749389648438
