variant,L,channel,step,comm_mel_clean,comm_mel_pert,gap
V3,1,dropout-high,32500,0.6531849503517151,0.6764124631881714,0.0232275128364563
V3,1,substitution-mid,2500,0.5538204312324524,0.6139516830444336,0.0601312518119812
V3,1,substitution-mid,5000,0.5617973804473877,0.6152186393737793,0.0534212589263916
V3,1,substitution-mid,7500,0.5899490714073181,0.6661596298217773,0.07621055841445923
V3,1,substitution-mid,10000,0.5738097429275513,0.6413727402687073,0.067562997341156
V3,1,substitution-mid,12500,0.6461266279220581,0.7139874696731567,0.06786084175109863
V3,1,substitution-mid,15000,0.5829673409461975,0.6411421895027161,0.058174848556518555
V3,1,substitution-mid,17500,0.5888314247131348,0.6399239301681519,0.05109250545501709
V3,1,substitution-mid,20000,0.6170059442520142,0.673308253288269,0.05630230903625488
V3,1,substitution-mid,22500,0.7790675759315491,0.8424561619758606,0.06338858604431152
V3,1,substitution-mid,25000,0.6152998805046082,0.6821883916854858,0.06688851118087769
V3,1,substitution-mid,27500,0.662484347820282,0.7323598861694336,0.06987553834915161
V3,1,substitution-mid,30000,0.8991453647613525,1.0048812627792358,0.1057358980178833
V3,1,substitution-mid,32500,0.6531849503517151,0.7454512119293213,0.0922662615776062
V3,1,substitution-high,2500,0.5538204312324524,0.7488890886306763,0.19506865739822388
V3,1,substitution-high,5000,0.5617973804473877,0.7528497576713562,0.1910523772239685
V3,1,substitution-high,7500,0.5899490714073181,0.8370867967605591,0.24713772535324097
V3,1,substitution-high,10000,0.5738097429275513,0.7670857906341553,0.193276047706604
V3,1,substitution-high,12500,0.6461266279220581,0.9109098315238953,0.26478320360183716
V3,1,substitution-high,15000,0.5829673409461975,0.7565417289733887,0.17357438802719116
V3,1,substitution-high,17500,0.5888314247131348,0.7635894417762756,0.17475801706314087
V3,1,substitution-high,20000,0.6170059442520142,0.8063459396362305,0.1893399953842163
V3,1,substitution-high,22500,0.7790675759315491,0.9670975804328918,0.18803000450134277
V3,1,substitution-high,25000,0.6152998805046082,0.7945776581764221,0.17927777767181396
V3,1,substitution-high,27500,0.662484347820282,0.8515505790710449,0.18906623125076294
V3,1,substitution-high,30000,0.8991453647613525,1.1440094709396362,0.2448641061782837
V3,1,substitution-high,32500,0.6531849503517151,0.8768956065177917,0.22371065616607666
V3,2,dropout-mid,2500,0.4589884579181671,0.47829705476760864,0.01930859684944153
V3,2,dropout-mid,5000,0.45630884170532227,0.47517624497413635,0.018867403268814087
V3,2,dropout-mid,7500,0.4786507785320282,0.49730002880096436,0.018649250268936157
V3,2,dropout-mid,10000,0.4631187915802002,0.480184406042099,0.017065614461898804
V3,2,dropout-mid,12500,0.47418859601020813,0.4916958808898926,0.017507284879684448
V3,2,dropout-mid,15000,0.4683983623981476,0.4864906966686249,0.018092334270477295
V3,2,dropout-mid,17500,0.4665612578392029,0.48469099402427673,0.018129736185073853
V3,2,dropout-mid,20000,0.4670867621898651,0.48333612084388733,0.016249358654022217
V3,2,dropout-mid,22500,0.49645674228668213,0.5141249895095825,0.01766824722290039
V3,2,dropout-mid,25000,0.45863789319992065,0.4762667417526245,0.017628848552703857
V3,2,dropout-mid,27500,0.4489764869213104,0.4648376703262329,0.015861183404922485
V3,2,dropout-mid,30000,0.5667312145233154,0.5844601988792419,0.017728984355926514
V3,2,dropout-mid,32500,0.4344555735588074,0.4524622857570648,0.018006712198257446
V3,2,dropout-high,2500,0.4589884579181671,0.49595895409584045,0.03697049617767334
V3,2,dropout-high,5000,0.45630884170532227,0.49362102150917053,0.03731217980384827
V3,2,dropout-high,7500,0.4786507785320282,0.5158881545066833,0.03723737597465515
V3,2,dropout-high,10000,0.4631187915802002,0.4975573718547821,0.03443858027458191
V3,2,dropout-high,12500,0.47418859601020813,0.5105196237564087,0.03633102774620056
V3,2,dropout-high,15000,0.4683983623981476,0.5023673176765442,0.033968955278396606
V3,2,dropout-high,17500,0.4665612578392029,0.49981385469436646,0.033252596855163574
V3,2,dropout-high,20000,0.4670867621898651,0.5014442801475525,0.03435751795768738
V3,2,dropout-high,22500,0.49645674228668213,0.529927134513855,0.03347039222717285
V3,2,dropout-high,25000,0.45863789319992065,0.49205538630485535,0.03341749310493469
V3,2,dropout-high,27500,0.4489764869213104,0.4823627173900604,0.03338623046875
V3,2,dropout-high,30000,0.5667312145233154,0.6005725264549255,0.03384131193161011
V3,2,dropout-high,32500,0.4344555735588074,0.46916478872299194,0.03470921516418457
V3,2,substitution-mid,2500,0.4589884579181671,0.5189932584762573,0.06000480055809021
V3,2,substitution-mid,5000,0.45630884170532227,0.5174728631973267,0.061164021492004395
V3,2,substitution-mid,7500,0.4786507785320282,0.5546388030052185,0.07598802447319031
V3,2,substitution-mid,10000,0.4631187915802002,0.5357198119163513,0.07260102033615112
V3,2,substitution-mid,12500,0.47418859601020813,0.5428486466407776,0.06866005063056946
V3,2,substitution-mid,15000,0.4683983623981476,0.52651447057724,0.05811610817909241
V3,2,substitution-mid,17500,0.4665612578392029,0.5202736854553223,0.053712427616119385
V3,2,substitution-mid,20000,0.4670867621898651,0.5225992202758789,0.055512458086013794
V3,2,substitution-mid,22500,0.49645674228668213,0.5531946420669556,0.05673789978027344
V3,2,substitution-mid,25000,0.45863789319992065,0.5012252330780029,0.042587339878082275
V3,2,substitution-mid,27500,0.4489764869213104,0.49329233169555664,0.044315844774246216
V3,2,substitution-mid,30000,0.5667312145233154,0.6443818211555481,0.07765060663223267
V3,2,substitution-mid,32500,0.4344555735588074,0.4848684072494507,0.05041283369064331
V3,2,substitution-high,2500,0.4589884579181671,0.6391722559928894,0.1801837980747223
V3,2,substitution-high,5000,0.45630884170532227,0.6468772888183594,0.1905684471130371
V3,2,substitution-high,7500,0.4786507785320282,0.7048659324645996,0.2262151539325714
V3,2,substitution-high,10000,0.4631187915802002,0.6500115394592285,0.18689274787902832
V3,2,substitution-high,12500,0.47418859601020813,0.7352795600891113,0.2610909640789032
V3,2,substitution-high,15000,0.4683983623981476,0.6567170023918152,0.1883186399936676
V3,2,substitution-high,17500,0.4665612578392029,0.6758342981338501,0.20927304029464722
V3,2,substitution-high,20000,0.4670867621898651,0.6418142914772034,0.17472752928733826
V3,2,substitution-high,22500,0.49645674228668213,0.6700019240379333,0.17354518175125122
V3,2,substitution-high,25000,0.45863789319992065,0.6323673725128174,0.17372947931289673
V3,2,substitution-high,27500,0.4489764869213104,0.61565101146698,0.16667452454566956
V3,2,substitution-high,30000,0.5667312145233154,0.7865346670150757,0.21980345249176025
V3,2,substitution-high,32500,0.4344555735588074,0.606246829032898,0.17179125547409058
V3,3,dropout-mid,2500,0.4255635440349579,0.4484357237815857,0.022872179746627808
V3,3,dropout-mid,5000,0.423004686832428,0.4436846971511841,0.020680010318756104
V3,3,dropout-mid,7500,0.46024513244628906,0.48080483078956604,0.020559698343276978
V3,3,dropout-mid,10000,0.43395256996154785,0.45431360602378845,0.0203610360622406
V3,3,dropout-mid,12500,0.4478420615196228,0.4676068127155304,0.019764751195907593
V3,3,dropout-mid,15000,0.43839573860168457,0.45868727564811707,0.020291537046432495
V3,3,dropout-mid,17500,0.43786129355430603,0.4569440484046936,0.019082754850387573
V3,3,dropout-mid,20000,0.4450838565826416,0.46481209993362427,0.019728243350982666
V3,3,dropout-mid,22500,0.48642855882644653,0.5052521824836731,0.018823623657226562
V3,3,dropout-mid,25000,0.44400283694267273,0.4637211561203003,0.019718319177627563
V3,3,dropout-mid,27500,0.42120030522346497,0.4399873912334442,0.018787086009979248
V3,3,dropout-mid,30000,0.446629136800766,0.4667818546295166,0.02015271782875061
V3,3,dropout-mid,32500,0.3984403610229492,0.4178085923194885,0.019368231296539307
V3,3,dropout-high,2500,0.4255635440349579,0.4657557010650635,0.04019215703010559
V3,3,dropout-high,5000,0.423004686832428,0.4626270830631256,0.03962239623069763
V3,3,dropout-high,7500,0.46024513244628906,0.5022618174552917,0.042016685009002686
V3,3,dropout-high,10000,0.43395256996154785,0.474640429019928,0.04068785905838013
V3,3,dropout-high,12500,0.4478420615196228,0.48773688077926636,0.039894819259643555
V3,3,dropout-high,15000,0.43839573860168457,0.4758019745349884,0.03740623593330383
V3,3,dropout-high,17500,0.43786129355430603,0.47696009278297424,0.03909879922866821
V3,3,dropout-high,20000,0.4450838565826416,0.4827234745025635,0.037639617919921875
V3,3,dropout-high,22500,0.48642855882644653,0.5190532207489014,0.032624661922454834
V3,3,dropout-high,25000,0.44400283694267273,0.48152756690979004,0.03752472996711731
V3,3,dropout-high,27500,0.42120030522346497,0.4586356580257416,0.03743535280227661
V3,3,dropout-high,30000,0.446629136800766,0.4842478930950165,0.03761875629425049
V3,3,dropout-high,32500,0.3984403610229492,0.4347784221172333,0.03633806109428406
V3,3,substitution-mid,2500,0.4255635440349579,0.4973354935646057,0.07177194952964783
V3,3,substitution-mid,5000,0.423004686832428,0.49140432476997375,0.06839963793754578
V3,3,substitution-mid,7500,0.46024513244628906,0.5429559350013733,0.08271080255508423
V3,3,substitution-mid,10000,0.43395256996154785,0.49614208936691284,0.06218951940536499
V3,3,substitution-mid,12500,0.4478420615196228,0.5243772268295288,0.076535165309906
V3,3,substitution-mid,15000,0.43839573860168457,0.48609381914138794,0.04769808053970337
V3,3,substitution-mid,17500,0.43786129355430603,0.5034779906272888,0.06561669707298279
V3,3,substitution-mid,20000,0.4450838565826416,0.5055811405181885,0.060497283935546875
V3,3,substitution-mid,22500,0.48642855882644653,0.5484694838523865,0.06204092502593994
V3,3,substitution-mid,25000,0.44400283694267273,0.4963463544845581,0.052343517541885376
V3,3,substitution-mid,27500,0.42120030522346497,0.46711286902427673,0.04591256380081177
V3,3,substitution-mid,30000,0.446629136800766,0.5112448930740356,0.06461575627326965
V3,3,substitution-mid,32500,0.3984403610229492,0.4521584212779999,0.05371806025505066
V3,3,substitution-high,2500,0.4255635440349579,0.6293315887451172,0.2037680447101593
V3,3,substitution-high,5000,0.423004686832428,0.6296499371528625,0.20664525032043457
V3,3,substitution-high,7500,0.46024513244628906,0.7401009202003479,0.27985578775405884
V3,3,substitution-high,10000,0.43395256996154785,0.6745833158493042,0.24063074588775635
V3,3,substitution-high,12500,0.4478420615196228,0.7302907109260559,0.2824486494064331
V3,3,substitution-high,15000,0.43839573860168457,0.6069080233573914,0.1685122847557068
V3,3,substitution-high,17500,0.43786129355430603,0.6464518904685974,0.20859059691429138
V3,3,substitution-high,20000,0.4450838565826416,0.6517150402069092,0.20663118362426758
V3,3,substitution-high,22500,0.48642855882644653,0.6655033230781555,0.17907476425170898
V3,3,substitution-high,25000,0.44400283694267273,0.608357310295105,0.16435447335243225
V3,3,substitution-high,27500,0.42120030522346497,0.5816462635993958,0.1604459583759308
V3,3,substitution-high,30000,0.446629136800766,0.6626774668693542,0.21604833006858826
V3,3,substitution-high,32500,0.3984403610229492,0.5595740675926208,0.16113370656967163
V4,1,dropout-mid,2500,0.6209084987640381,0.6346599459648132,0.013751447200775146
V4,1,dropout-mid,5000,0.580027163028717,0.5934221744537354,0.01339501142501831
V4,1,dropout-mid,7500,0.594708263874054,0.6089226007461548,0.01421433687210083
V4,1,dropout-mid,10000,0.5275149941444397,0.5395747423171997,0.01205974817276001
V4,1,dropout-mid,12500,0.605789065361023,0.6192077994346619,0.013418734073638916
V4,1,dropout-mid,15000,0.6102558374404907,0.6225910186767578,0.01233518123626709
V4,1,dropout-mid,17500,0.6040270924568176,0.6163375973701477,0.012310504913330078
V4,1,dropout-mid,20000,0.616752564907074,0.6277732849121094,0.0110207200050354
V4,1,dropout-mid,22500,0.5888878107070923,0.6016705632209778,0.012782752513885498
V4,1,dropout-mid,25000,0.6720176935195923,0.685577392578125,0.013559699058532715
V4,1,dropout-mid,27500,0.5666587948799133,0.5787094831466675,0.01205068826675415
V4,1,dropout-mid,30000,0.5488149523735046,0.5604121685028076,0.011597216129302979
V4,1,dropout-mid,32500,0.5748639106750488,0.5868167281150818,0.011952817440032959
V4,1,dropout-high,2500,0.6209084987640381,0.6478416323661804,0.026933133602142334
V4,1,dropout-high,5000,0.580027163028717,0.6070194244384766,0.02699226140975952
V4,1,dropout-high,7500,0.594708263874054,0.6206836104393005,0.025975346565246582
V4,1,dropout-high,10000,0.5275149941444397,0.5518643260002136,0.024349331855773926
V4,1,dropout-high,12500,0.605789065361023,0.6292998790740967,0.02351081371307373
V4,1,dropout-high,15000,0.6102558374404907,0.633272647857666,0.023016810417175293
V4,1,dropout-high,17500,0.6040270924568176,0.6282351016998291,0.024208009243011475
V4,1,dropout-high,20000,0.616752564907074,0.6395086050033569,0.02275604009628296
V4,1,dropout-high,22500,0.5888878107070923,0.6132529973983765,0.02436518669128418
V4,1,dropout-high,25000,0.6720176935195923,0.6955985426902771,0.023580849170684814
V4,1,dropout-high,27500,0.5666587948799133,0.5890275835990906,0.022368788719177246
V4,1,dropout-high,30000,0.5488149523735046,0.5713663697242737,0.022551417350769043
V4,1,dropout-high,32500,0.5748639106750488,0.5981661081314087,0.023302197456359863
V4,1,substitution-mid,2500,0.6209084987640381,0.6705504655838013,0.049641966819763184
V4,1,substitution-mid,5000,0.580027163028717,0.6438810229301453,0.06385385990142822
V4,1,substitution-mid,7500,0.594708263874054,0.6537129282951355,0.05900466442108154
V4,1,substitution-mid,10000,0.5275149941444397,0.5731523633003235,0.04563736915588379
V4,1,substitution-mid,12500,0.605789065361023,0.6354655027389526,0.029676437377929688
V4,1,substitution-mid,15000,0.6102558374404907,0.652217447757721,0.041961610317230225
V4,1,substitution-mid,17500,0.6040270924568176,0.6537370085716248,0.04970991611480713
V4,1,substitution-mid,20000,0.616752564907074,0.6510316729545593,0.03427910804748535
V4,1,substitution-mid,22500,0.5888878107070923,0.6282787919044495,0.03939098119735718
V4,1,substitution-mid,25000,0.6720176935195923,0.7167854905128479,0.044767796993255615
V4,1,substitution-mid,27500,0.5666587948799133,0.6032691597938538,0.03661036491394043
V4,1,substitution-mid,30000,0.5488149523735046,0.5759497880935669,0.027134835720062256
V4,1,substitution-mid,32500,0.5748639106750488,0.6180235147476196,0.0431596040725708
V4,1,substitution-high,2500,0.6209084987640381,0.7812469601631165,0.16033846139907837
V4,1,substitution-high,5000,0.580027163028717,0.7732973694801331,0.19327020645141602
V4,1,substitution-high,7500,0.594708263874054,0.7701637744903564,0.1754555106163025
V4,1,substitution-high,10000,0.5275149941444397,0.6782934665679932,0.15077847242355347
V4,1,substitution-high,12500,0.605789065361023,0.7230657339096069,0.11727666854858398
V4,1,substitution-high,15000,0.6102558374404907,0.750056266784668,0.13980042934417725
V4,1,substitution-high,17500,0.6040270924568176,0.7452349066734314,0.14120781421661377
V4,1,substitution-high,20000,0.616752564907074,0.7147319316864014,0.09797936677932739
V4,1,substitution-high,22500,0.5888878107070923,0.711744487285614,0.12285667657852173
V4,1,substitution-high,25000,0.6720176935195923,0.8295798897743225,0.15756219625473022
V4,1,substitution-high,27500,0.5666587948799133,0.6918174624443054,0.1251586675643921
V4,1,substitution-high,30000,0.5488149523735046,0.646842896938324,0.09802794456481934
V4,1,substitution-high,32500,0.5748639106750488,0.7075648903846741,0.13270097970962524
V4,2,dropout-mid,2500,0.5015068650245667,0.5209872722625732,0.019480407238006592
V4,2,dropout-mid,5000,0.47601357102394104,0.49426865577697754,0.0182550847530365
V4,2,dropout-mid,7500,0.4711363911628723,0.4900466501712799,0.018910259008407593
V4,2,dropout-mid,10000,0.4151628017425537,0.43281033635139465,0.017647534608840942
V4,2,dropout-mid,12500,0.49704357981681824,0.515038013458252,0.017994433641433716
V4,2,dropout-mid,15000,0.4638896584510803,0.4814545810222626,0.01756492257118225
V4,2,dropout-mid,17500,0.4366177022457123,0.4530750513076782,0.016457349061965942
V4,2,dropout-mid,20000,0.49906831979751587,0.5153753161430359,0.01630699634552002
V4,2,dropout-mid,22500,0.4654332101345062,0.48211586475372314,0.01668265461921692
V4,2,dropout-mid,25000,0.4727106988430023,0.48931804299354553,0.016607344150543213
V4,2,dropout-mid,27500,0.4477163255214691,0.4646674394607544,0.01695111393928528
V4,2,dropout-mid,30000,0.43782562017440796,0.4531141519546509,0.01528853178024292
V4,2,dropout-mid,32500,0.4212653934955597,0.43811899423599243,0.01685360074043274
V4,2,dropout-high,2500,0.5015068650245667,0.538379967212677,0.03687310218811035
V4,2,dropout-high,5000,0.47601357102394104,0.5101811289787292,0.03416755795478821
V4,2,dropout-high,7500,0.4711363911628723,0.5074458122253418,0.03630942106246948
V4,2,dropout-high,10000,0.4151628017425537,0.4499172270298004,0.034754425287246704
V4,2,dropout-high,12500,0.49704357981681824,0.530264139175415,0.0332205593585968
V4,2,dropout-high,15000,0.4638896584510803,0.4979005753993988,0.03401091694831848
V4,2,dropout-high,17500,0.4366177022457123,0.4696979224681854,0.033080220222473145
V4,2,dropout-high,20000,0.49906831979751587,0.53207927942276,0.03301095962524414
V4,2,dropout-high,22500,0.4654332101345062,0.498105525970459,0.03267231583595276
V4,2,dropout-high,25000,0.4727106988430023,0.5053256750106812,0.03261497616767883
V4,2,dropout-high,27500,0.4477163255214691,0.4807780683040619,0.03306174278259277
V4,2,dropout-high,30000,0.43782562017440796,0.47180765867233276,0.033982038497924805
V4,2,dropout-high,32500,0.4212653934955597,0.45478197932243347,0.03351658582687378
V4,2,substitution-mid,2500,0.5015068650245667,0.5603755116462708,0.0588686466217041
V4,2,substitution-mid,5000,0.47601357102394104,0.5328223705291748,0.056808799505233765
V4,2,substitution-mid,7500,0.4711363911628723,0.5350297093391418,0.06389331817626953
V4,2,substitution-mid,10000,0.4151628017425537,0.4546702802181244,0.03950747847557068
V4,2,substitution-mid,12500,0.49704357981681824,0.5310436487197876,0.03400006890296936
V4,2,substitution-mid,15000,0.4638896584510803,0.5110887885093689,0.047199130058288574
V4,2,substitution-mid,17500,0.4366177022457123,0.48860636353492737,0.05198866128921509
V4,2,substitution-mid,20000,0.49906831979751587,0.5416780710220337,0.04260975122451782
V4,2,substitution-mid,22500,0.4654332101345062,0.501937985420227,0.036504775285720825
V4,2,substitution-mid,25000,0.4727106988430023,0.5316619873046875,0.05895128846168518
V4,2,substitution-mid,27500,0.4477163255214691,0.4860043525695801,0.03828802704811096
V4,2,substitution-mid,30000,0.43782562017440796,0.46421074867248535,0.026385128498077393
V4,2,substitution-mid,32500,0.4212653934955597,0.45746004581451416,0.03619465231895447
V4,2,substitution-high,2500,0.5015068650245667,0.655115008354187,0.15360814332962036
V4,2,substitution-high,5000,0.47601357102394104,0.649964451789856,0.17395088076591492
V4,2,substitution-high,7500,0.4711363911628723,0.6531299352645874,0.1819935441017151
V4,2,substitution-high,10000,0.4151628017425537,0.5667098164558411,0.15154701471328735
V4,2,substitution-high,12500,0.49704357981681824,0.6257191300392151,0.12867555022239685
V4,2,substitution-high,15000,0.4638896584510803,0.6191606521606445,0.1552709937095642
V4,2,substitution-high,17500,0.4366177022457123,0.6276217699050903,0.19100406765937805
V4,2,substitution-high,20000,0.49906831979751587,0.6196829080581665,0.12061458826065063
V4,2,substitution-high,22500,0.4654332101345062,0.5992066264152527,0.13377341628074646
V4,2,substitution-high,25000,0.4727106988430023,0.6426163911819458,0.16990569233894348
V4,2,substitution-high,27500,0.4477163255214691,0.5773048996925354,0.12958857417106628
V4,2,substitution-high,30000,0.43782562017440796,0.5387195348739624,0.10089391469955444
V4,2,substitution-high,32500,0.4212653934955597,0.5481554269790649,0.12689003348350525
V4,3,dropout-mid,2500,0.4749983251094818,0.49564599990844727,0.020647674798965454
V4,3,dropout-mid,5000,0.4427471458911896,0.4632185399532318,0.020471394062042236
V4,3,dropout-mid,7500,0.44981011748313904,0.4705331325531006,0.020723015069961548
V4,3,dropout-mid,10000,0.39211052656173706,0.4114655554294586,0.019355028867721558
V4,3,dropout-mid,12500,0.4729313254356384,0.4923287332057953,0.01939740777015686
V4,3,dropout-mid,15000,0.430245578289032,0.44978034496307373,0.019534766674041748
V4,3,dropout-mid,17500,0.39627858996391296,0.4163958430290222,0.020117253065109253
V4,3,dropout-mid,20000,0.47010454535484314,0.49052444100379944,0.0204198956489563
V4,3,dropout-mid,22500,0.43427330255508423,0.4526175558567047,0.018344253301620483
V4,3,dropout-mid,25000,0.42072004079818726,0.4389142394065857,0.018194198608398438
V4,3,dropout-mid,27500,0.41589611768722534,0.43452438712120056,0.01862826943397522
V4,3,dropout-mid,30000,0.4037094712257385,0.42207998037338257,0.018370509147644043
V4,3,dropout-mid,32500,0.39229461550712585,0.41057106852531433,0.018276453018188477
V4,3,dropout-high,2500,0.4749983251094818,0.5136029124259949,0.03860458731651306
V4,3,dropout-high,5000,0.4427471458911896,0.4829651713371277,0.04021802544593811
V4,3,dropout-high,7500,0.44981011748313904,0.4894319474697113,0.039621829986572266
V4,3,dropout-high,10000,0.39211052656173706,0.43000489473342896,0.037894368171691895
V4,3,dropout-high,12500,0.4729313254356384,0.5105066895484924,0.037575364112854004
V4,3,dropout-high,15000,0.430245578289032,0.4679512083530426,0.03770563006401062
V4,3,dropout-high,17500,0.39627858996391296,0.43297427892684937,0.0366956889629364
V4,3,dropout-high,20000,0.47010454535484314,0.5071542859077454,0.03704974055290222
V4,3,dropout-high,22500,0.43427330255508423,0.47152620553970337,0.03725290298461914
V4,3,dropout-high,25000,0.42072004079818726,0.45595070719718933,0.035230666399002075
V4,3,dropout-high,27500,0.41589611768722534,0.45205923914909363,0.036163121461868286
V4,3,dropout-high,30000,0.4037094712257385,0.4400270879268646,0.0363176167011261
