variant,L,channel,step,comm_mel_clean,comm_mel_pert,gap
V4,3,dropout-high,32500,0.39229461550712585,0.42942529916763306,0.0371306836605072
V4,3,substitution-mid,2500,0.4749983251094818,0.5299752950668335,0.054976969957351685
V4,3,substitution-mid,5000,0.4427471458911896,0.5053375363349915,0.06259039044380188
V4,3,substitution-mid,7500,0.44981011748313904,0.5317782759666443,0.08196815848350525
V4,3,substitution-mid,10000,0.39211052656173706,0.43375977873802185,0.04164925217628479
V4,3,substitution-mid,12500,0.4729313254356384,0.514472246170044,0.04154092073440552
V4,3,substitution-mid,15000,0.430245578289032,0.4761955142021179,0.04594993591308594
V4,3,substitution-mid,17500,0.39627858996391296,0.43896445631980896,0.042685866355895996
V4,3,substitution-mid,20000,0.47010454535484314,0.4962243139743805,0.026119768619537354
V4,3,substitution-mid,22500,0.43427330255508423,0.46127644181251526,0.02700313925743103
V4,3,substitution-mid,25000,0.42072004079818726,0.4571874737739563,0.03646743297576904
V4,3,substitution-mid,27500,0.41589611768722534,0.4451510012149811,0.029254883527755737
V4,3,substitution-mid,30000,0.4037094712257385,0.4311477541923523,0.02743828296661377
V4,3,substitution-mid,32500,0.39229461550712585,0.4275802969932556,0.03528568148612976
V4,3,substitution-high,2500,0.4749983251094818,0.6735015511512756,0.19850322604179382
V4,3,substitution-high,5000,0.4427471458911896,0.6522216796875,0.20947453379631042
V4,3,substitution-high,7500,0.44981011748313904,0.7207410931587219,0.2709309756755829
V4,3,substitution-high,10000,0.39211052656173706,0.5492992401123047,0.15718871355056763
V4,3,substitution-high,12500,0.4729313254356384,0.6231940388679504,0.150262713432312
V4,3,substitution-high,15000,0.430245578289032,0.5636866688728333,0.13344109058380127
V4,3,substitution-high,17500,0.39627858996391296,0.5402911901473999,0.14401260018348694
V4,3,substitution-high,20000,0.47010454535484314,0.5799766778945923,0.10987213253974915
V4,3,substitution-high,22500,0.43427330255508423,0.5247257351875305,0.09045243263244629
V4,3,substitution-high,25000,0.42072004079818726,0.5407431721687317,0.12002313137054443
V4,3,substitution-high,27500,0.41589611768722534,0.5176095366477966,0.10171341896057129
V4,3,substitution-high,30000,0.4037094712257385,0.47948989272117615,0.07578042149543762
V4,3,substitution-high,32500,0.39229461550712585,0.49747011065483093,0.10517549514770508
