model,L,n,top1_accuracy,verified_rate,score_mean,correct_score_mean,max_impostor_score_mean,margin_mean,eer,eer_threshold,tar_at_far,tar_threshold
base,1,550,0.09090909090909091,0.9763636363636363,0.3444690123200417,0.22377190088175913,0.34075341606681997,-0.11698151518506082,0.7745454545454545,0.30225974321365356,0.0,0.4799635708332062
base,2,550,0.4072727272727273,0.9963636363636363,0.4147237625989047,0.36146631257777867,0.38546877470883456,-0.02400246213105592,0.54,0.3811069428920746,0.03636363636363636,0.5455800294876099
base,3,550,0.5509090909090909,1.0,0.448671133464033,0.41383910115469585,0.3995878810774196,0.014251220077276229,0.4527272727272727,0.4049012064933777,0.0890909090909091,0.5543436408042908
lca,1,550,0.0890909090909091,0.9818181818181818,0.3461169078133323,0.21467610606754367,0.34231072918935257,-0.12763462312180887,0.7836363636363637,0.2999081015586853,0.005454545454545455,0.46640121936798096
lca,2,550,0.2545454545454545,1.0,0.40072477346116847,0.3170169036429037,0.3842252899299968,-0.06720838628709316,0.6418181818181818,0.35905152559280396,0.01090909090909091,0.5372424125671387
lca,3,550,0.36363636363636365,1.0,0.4223561372540214,0.3606695313209837,0.39396506239067425,-0.033295531069690534,0.5690909090909091,0.38160383701324463,0.02181818181818182,0.5596288442611694
original,0,550,0.9927272727272727,1.0,0.7086748278682882,0.7084493074091998,0.4030523588440635,0.30539694856513633,0.038181818181818185,0.5326119065284729,0.9290909090909091,0.5768852233886719
